Country,Title,Company,Location,Salary_Min,Salary_Max,Salary_Avg,Salary_Is_Predicted,Category,Description,Created_At,Work_Mode,URL
GB,Food & Beverage Assistant / Waiter / Waitress,LOCH RANNOCH ESTATE LIMITED,UK,25792.0,25792.0,25792.0,0,Hospitality & Catering Jobs,"F&B Assistant (Waiter/Waitress) Whisky, Cocktails & Scottish Hospitality Salary: £12.40 per hour  Share of TRONC  Free use of leisure facilities Contract Type: Full-Time, Permanent or Seasonal Hours: Minimum 32h up to 45h- Rotational shifts across breakfast, lunch and dinner Location: Loch Rannoch Hotel, Spa & Estate, Kinloch Rannoch, Scotland About Us: Escape to the heart of the Scottish Highlands. The Loch Rannoch Hotel, Spa & Estate is a 4-star country house hotel offering stunning loch-side…",2025-05-20T20:13:23Z,Onsite,https://www.adzuna.co.uk/jobs/details/5208045705?utm_medium=api&utm_source=25f3af84
GB,Primary School Teacher,Randstad Education,"Lower Burraton, Saltash",39000.0,54600.0,54600.0,0,Teaching Jobs,"Exciting Opportunity: Primary School Teacher Wanted! Are you an enthusiastic, passionate, and dedicated Primary School Teacher? Do you have a commitment to nurturing young minds and making a lasting impact on their education? We are looking for a talented and creative Primary School Teacher to join schools across Plymouth and inspire the next generation of learners. Key Responsibilities: Plan, deliver, and assess engaging lessons in line with the national curriculum. Foster a positive, inclusiv…",2025-05-20T20:13:15Z,Onsite,https://www.adzuna.co.uk/jobs/land/ad/5208045540?se=_mMOT6818BG7JofN3rWCew&utm_medium=api&utm_source=25f3af84&v=1312A369181246628DA2D7D01B0428281870CD59
GB,Science Teacher,Wayman Education,"Pampisford, Cambridge",31650.0,49084.0,49084.0,0,Teaching Jobs,"A fantastic opportunity has arisen for a committed and enthusiastic Science Teacher to join a high-achieving independent school in Cambridge. The successful candidate will deliver high-quality Science lessons across Key Stage 3 and Key Stage 4, with the potential to specialise in Biology, Chemistry, or Physics at Key Stage 5. The school is renowned for its academic success and offers a supportive, collaborative environment where teachers can thrive and develop professionally. What We Offer: * A…",2025-05-20T20:13:13Z,Onsite,https://www.adzuna.co.uk/jobs/land/ad/5208045457?se=_mMOT6818BG7JofN3rWCew&utm_medium=api&utm_source=25f3af84&v=F74CC15948E2509EA376F1E37329B0965EB01BB2
GB,Operations Manager,Opus People Solutions,"Ipswich, Suffolk",38000.0,40000.0,40000.0,0,Trade & Construction Jobs,"Operations Manager - Full-Time, Permanent Location: Ipswich Company: Diamond View Cleaning Solutions Limited Diamond View Cleaning Solutions is a leading specialist cleaning provider across East Anglia, delivering both reactive and contracted services to clients in a variety of sectors. Known for our high standards, professionalism, and safety-first approach, we offer expert services including working at height and biohazard cleaning. We are seeking a proactive Operations Manager to lead our op…",2025-05-20T20:11:44Z,Onsite,https://www.adzuna.co.uk/jobs/details/5208044427?utm_medium=api&utm_source=25f3af84
GB,Environmental Waste Manager,Opus People Solutions,"Ipswich, Suffolk",43143.09,43143.09,43143.09,1,Admin Jobs,"Environmental Waste Manager Ipswich, Suffolk Hybrid Working Are you passionate about sustainable waste management and ready to make a meaningful impact? We're looking for an experienced Environmental Waste Manager to join our dynamic facilities management team in Ipswich. As the subject matter expert in Environmental Waste, you will work closely with our customers, supply chain partners, and internal teams to deliver high-quality, compliant waste management solutions across the UK. You'll suppo…",2025-05-20T20:11:44Z,Hybrid,https://www.adzuna.co.uk/jobs/details/5208044426?utm_medium=api&utm_source=25f3af84
GB,Finance manger,Opus People Solutions,"Brownsover, Rugby",55000.0,64000.0,64000.0,0,Accounting & Finance Jobs,"Finance Manager Salary: £63,990 (including Market Supplement & Deputy S151 Allowance) West Midlands Hybrid Working We're looking for a talented and driven Finance Manager to lead our Financial Services function at Rugby Borough Council. This is a fantastic opportunity to play a key role in supporting the Council's transformation agenda and long-term financial sustainability. As Deputy Section 151 Officer , you'll be the technical lead on all financial matters, working closely with the Chief Off…",2025-05-20T20:11:43Z,Hybrid,https://www.adzuna.co.uk/jobs/details/5208044418?utm_medium=api&utm_source=25f3af84
GB,Support Worker/Teaching Assistant,One Call 24 Ltd,"Westerham, Kent",13.0,17.0,17.0,0,Social work Jobs,"Job Title: Support Worker/Teaching Assistant Location: Westerham, Kent Salary : £13.68 - £17 per hour Contract: Full Time & Part time Agency/Bank Contact : Kent Team on 03333 22 11 22 An amazing opportunity has arisen in Westerham, Kent for a Support Worker/Teaching Assistant. We are seeking dedicated Support Worker s/Teaching Assistant s capable of delivering person-centered care tailored to individualised care plans for our clients. Join us to make a meaningful difference in the lives of chil…",2025-05-20T20:11:43Z,Onsite,https://www.adzuna.co.uk/jobs/details/5208044421?utm_medium=api&utm_source=25f3af84
GB,Regional head of cleaning,Opus People Solutions,"Ipswich, Suffolk",60000.0,65000.0,65000.0,0,Trade & Construction Jobs,Regional Head of Cleaning South East of England - Travel You will take charge of delivering outstanding service standards and leading cleaning operations across multiple contracts. ? Main Purpose of the Role: Lead and manage regional cleaning operations with professionalism and efficiency Ensure all contracts are delivered to a high standard and within budget Drive operational excellence and service innovation ? Key Responsibilities: Deliver and manage cleaning services across public and privat…,2025-05-20T20:11:43Z,Onsite,https://www.adzuna.co.uk/jobs/details/5208044419?utm_medium=api&utm_source=25f3af84
GB,Healthcare Assistant- Complex Paediatric Care,One Call 24 Ltd,"Portsmouth, Hampshire",14.0,22.0,22.0,0,Healthcare & Nursing Jobs,"Healthcare Assistant -Complex care Location : Portsmouth Pay Rates £14.00 to £22.00 Shift Times: 7 x 10 hour nights and 4 x 6 hour days Are you passionate about making a difference in someone's life? Do you have at least 12 months of experience in healthcare, with complex care experience preferred. If so, we want you to join our team! At OneCall24 Healthcare, we are looking for dedicated Healthcare Assistants who are eager to provide high-quality care and support to those in need. This is a rew…",2025-05-20T20:11:42Z,Onsite,https://www.adzuna.co.uk/jobs/details/5208044415?utm_medium=api&utm_source=25f3af84
GB,Senior Backend Engineer - Java / Kotlin,Ocho People,"County Antrim, Northern Ireland",60000.0,72000.0,72000.0,0,IT Jobs,"Senior Backend Engineer - Java / Kotlin Overview: My client, a fast-scaling technology-driven marketplace, is seeking a talented Senior Back-End Software Engineer to join their dynamic engineering team. You'll join a collaborative, cross-functional team where your input directly impacts the growth and scalability of a service-oriented platform. This is an opportunity to work on meaningful, production-grade solutions using modern JVM technologies within a cloud-first, microservices environment. …",2025-05-20T20:11:40Z,Onsite,https://www.adzuna.co.uk/jobs/details/5208044402?utm_medium=api&utm_source=25f3af84
GB,Principal Java Engineer - Cloud Security,Ocho People,"County Antrim, Northern Ireland",60000.0,80000.0,80000.0,0,IT Jobs,"Principal Java Engineer - Cloud Security The Company Now is your opportunity to join this Exclusive cloud security Client at the forefront of runtime-powered solutions. Their cutting-edge technology empowers businesses to detect and respond to cloud security threats in real-time using advanced automation and contextual intelligence. Operating in a high-growth market, they collaborate with major cloud providers to deliver innovative security solutions. As they continue to scale, they are seeking…",2025-05-20T20:11:40Z,Onsite,https://www.adzuna.co.uk/jobs/details/5208044403?utm_medium=api&utm_source=25f3af84
GB,Technical Director of Engineering,Ocho People,"Belfast, Northern Ireland",110000.0,125000.0,125000.0,0,IT Jobs,"Technical Director of Engineering (100% remote role) About the Company: Our client is a global FinTech organisation delivering secure, scalable solutions to enterprise customers. With a strong focus on innovation, compliance, and customer value, they are scaling their engineering leadership function in to drive continued product excellence and international growth. The Role: As Technical Director of Engineering, you will lead multiple globally distributed software engineering teams across back-…",2025-05-20T20:11:40Z,Remote,https://www.adzuna.co.uk/jobs/details/5208044405?utm_medium=api&utm_source=25f3af84
GB,Pensions Data Services Associate (Actuarial background),Oliver James Associates,"London, UK",45000.0,70000.0,70000.0,0,Accounting & Finance Jobs,"Reputable partner led consultancy seeking a pensions actuarial professional to join their growing Data Services team, predominantly supporting clients looking to de-risk Oliver James are pleased to be working with a reputable partner led consultancy seeking a pensions actuarial professional to join their growing Data Services team, predominantly supporting clients looking to de-risk. Here you will work on a variety of projects predominantly centred around supporting schemes as they prepare for …",2025-05-20T20:11:40Z,Onsite,https://www.adzuna.co.uk/jobs/details/5208044411?utm_medium=api&utm_source=25f3af84
GB,Senior Backend Engineer - Java / Golang,Ocho People,"County Antrim, Northern Ireland",60000.0,70000.0,70000.0,0,Engineering Jobs,"Senior Backend Engineer - Java / Golang The Company My client is a rapidly growing cloud security company specialising in run-time-powered solutions. Their technology enables businesses to detect and respond to cloud security threats in real-time by leveraging automation, contextual intelligence, and cutting-edge infrastructure. Operating in a high-growth market, they work with major cloud providers and modern architectures to deliver innovative security solutions. As they continue to expand, t…",2025-05-20T20:11:40Z,Onsite,https://www.adzuna.co.uk/jobs/details/5208044404?utm_medium=api&utm_source=25f3af84
GB,Mid Level Network Engineer,Ocho People,"Ormeau, Belfast",40000.0,55000.0,55000.0,0,IT Jobs,"Network Engineer - Belfast Salary: £40,000 - £50,000 Our client, a global technology firm with a strong engineering culture and a fast-paced, low-latency infrastructure, is hiring a Network Engineer to support their continued growth in Belfast. This is an ideal opportunity for someone in the early stages of their networking career who's looking to gain hands-on experience and contribute to complex infrastructure in a live production environment. You'll be part of a globally distributed technica…",2025-05-20T20:11:39Z,Onsite,https://www.adzuna.co.uk/jobs/details/5208044398?utm_medium=api&utm_source=25f3af84
GB,Business Intelligence Analyst / Developer,Ocho People,"County Antrim, Northern Ireland",50000.0,60000.0,60000.0,0,IT Jobs,"Business Intelligence Analyst / Developer Location: Belfast (Hybrid working considered) Salary: Up to £60k depending on experience Type: Full-time, Permanent Our client is a dynamic, multi-entity organisation undergoing a significant digital transformation. As they continue to expand, they're looking for an experienced Business Intelligence Analyst/Developer to be a contributor in designing and delivering BI solutions that support data-driven decision making across the group. This is a critical…",2025-05-20T20:11:39Z,Hybrid,https://www.adzuna.co.uk/jobs/details/5208044399?utm_medium=api&utm_source=25f3af84
GB,HR Administrator,Novax Recruitment Ltd,"Hillingdon, Uxbridge",0.0,35360.0,35360.0,0,Admin Jobs,"HR Administrator - Local Authority (Hillingdon) Contract: 3 Months (with potential to extend) Rate: £17.00 per hour (Umbrella) Location: Hillingdon We are currently seeking a reliable and organised HR Administrator to join a Local Authority team in Hillingdon on a temporary basis. This is a great opportunity for someone with strong administrative experience to support vital HR processes, particularly around onboarding and employee records. Key Responsibilities: Contact employees regarding requi…",2025-05-20T20:11:39Z,Onsite,https://www.adzuna.co.uk/jobs/details/5208044392?utm_medium=api&utm_source=25f3af84
GB,Business Support Officer,Novax Recruitment Ltd,"Bromley, South East London",0.0,33280.0,33280.0,0,Admin Jobs,"Job Summary Position : Business Support Officer Client : Bromley Council Location : Civic Centre, Bromley Category : Admin / Clerical (Agency Workers) Contract Status : Inside IR35 DBS Check : Required Weekly Hours : 36 (Full-time) Working Hours : 08:45 - 17:00 Start Date : 25 May 2025 End Date : 30 November 2025 Rate of Pay : £16 per hour Key Requirements Flexibility and good interpersonal skills Respect for confidentiality and adherence to professional standards Previous experience in an admi…",2025-05-20T20:11:37Z,Onsite,https://www.adzuna.co.uk/jobs/details/5208044342?utm_medium=api&utm_source=25f3af84
GB,Call Handler,Novax Recruitment Ltd,"Derby, Derbyshire",0.0,33280.0,33280.0,0,Social work Jobs,"Call Handler/Responder - role with Derby City Council Job Overview Title: Call Handler/Responder Pay: £16 per hour Category: Social Care - Unqualified Department: People Services Directorate Location: 184 Kedleston Road, Derby (Base: Gatehouse, on-site parking available) Client: Derby City Council Duration: 12 weeks Dates: 02/06/2025 to 24/08/2025 Hours: 37 per week Shifts: 5 x 7.24-hour shifts (36-minute unpaid break), on rolling rota including weekends and bank holidays Typical shifts: 07:00-…",2025-05-20T20:11:37Z,Onsite,https://www.adzuna.co.uk/jobs/details/5208044343?utm_medium=api&utm_source=25f3af84
GB,Trainee Healthcare Support Worker,NHS Professionals,"Barnstaple, Devon",25396.0,46467.0,46467.0,0,Healthcare & Nursing Jobs,"Join our Healthcare Support Worker development (HCSWD) programme, where you will learn on the job at North Devon District Hospital over a 6-month period. Pay Rates: Days: £12.21 Saturdays/Nights: £17.22 Sunday/Bank Hols: £22.34 Why might this job interest you? During your placement, you'll work towards achieving the widely recognised Care Certificate with the training you need to become a Healthcare Support Worker (HCSW). Also known as Healthcare Assistant (HCA). Throughout, you'll have support…",2025-05-20T20:11:32Z,Onsite,https://www.adzuna.co.uk/jobs/details/5208044288?utm_medium=api&utm_source=25f3af84
GB,Trainee Healthcare Support Worker,NHS Professionals,"Exeter, Devon",25396.0,46467.0,46467.0,0,Healthcare & Nursing Jobs,"Join our Healthcare Support Worker development (HCSWD) programme, where you will learn on the job at Royal Devon & Exeter Hospital (Wonford) over a 6-month period. Pay Rates: Days: £12.21 Saturdays/Nights: £17.22 Sunday/Bank Hols: £22.34 Why might this job interest you? During your placement, you'll work towards achieving the widely recognised Care Certificate with the training you need to become a Healthcare Support Worker (HCSW). Also known as Healthcare Assistant (HCA). Throughout, you'll ha…",2025-05-20T20:11:31Z,Onsite,https://www.adzuna.co.uk/jobs/details/5208044284?utm_medium=api&utm_source=25f3af84
GB,Advanced Technical Lecturer - Engineering,NCG Corporation,"Newcastle Upon Tyne, Tyne & Wear",42813.0,46565.0,46565.0,0,Teaching Jobs,"Advanced Technical Lecturer - Engineering (Electrical & Electronic) ROLE DESCRIPTION Newcastle College invites applications from dedicated and enthusiastic individuals who are passionate about education and student progression. We are in search of a qualified and dynamic individual to join our team as an Advanced Technical Lecturer in Engineering. In this role, you will be instrumental in delivering and assessing high-quality learning experiences. Your responsibilities encompass monitoring stud…",2025-05-20T20:11:30Z,Onsite,https://www.adzuna.co.uk/jobs/details/5208044265?utm_medium=api&utm_source=25f3af84
GB,Advanced Technical Lecturer - Engineering,NCG Corporation,"Newcastle Upon Tyne, Tyne & Wear",42813.0,46565.0,46565.0,0,Teaching Jobs,"Advanced Technical Lecturer - Engineering ( Principles, Modelling and Analysis) ROLE DESCRIPTION Newcastle College invites applications from dedicated and enthusiastic individuals who are passionate about education and student progression. We are in search of a qualified and dynamic individual to join our team as an Advanced Technical Lecturer in Engineering. In this role, you will be instrumental in delivering and assessing high-quality learning experiences. Your responsibilities encompass mon…",2025-05-20T20:11:28Z,Onsite,https://www.adzuna.co.uk/jobs/details/5208044255?utm_medium=api&utm_source=25f3af84
GB,Van Driver,Movianto,"Haydock, St. Helens",0.0,28476.0,28476.0,0,Logistics & Warehouse Jobs,"Are you a Van Driver looking for a new role with a pioneering logistics company? Does helping us in our mission to deliver healthcare efficiently appeal to you? Why not join Movianto Haydock and support our distribution network by transporting goods between hubs, clients, suppliers, and distribution centres. You'll be working 42.5 hrs a week, with varied start times and will be paid £28,476.60. Benefits No weekend or bank holiday working Discounted gym memberships 33 days annual leave (includin…",2025-05-20T20:11:27Z,Onsite,https://www.adzuna.co.uk/jobs/details/5208044251?utm_medium=api&utm_source=25f3af84
GB,Transport Operator,Movianto,"Haydock, St. Helens",0.0,27030.0,27030.0,0,Logistics & Warehouse Jobs,"Are you a Transport Operator looking for a new role? Movianto Haydock is hiring. You'll be working 37.5hrs a week, Monday to Friday and will be paid £27,030.00 per annum. Benefits No weekend or Bank Holiday working Discounted Gym memberships /Onsite Gym 33 days annual leave (including bank holidays) Holiday Purchase scheme Flexible pay through Wagestream Upto 4% Employer Pension Contribution Access to Simply Health 24/7 GP, Physiotherapy and Counselling through our EAP service Cycle to Work Sch…",2025-05-20T20:11:27Z,Onsite,https://www.adzuna.co.uk/jobs/details/5208044250?utm_medium=api&utm_source=25f3af84
GB,HDS Team Manager,Movianto,"Normanton, West Yorkshire",29714.0,34214.0,34214.0,0,Customer Services Jobs,"Looking to take the next step in your customer service career? We're hiring a HDS Team Manager to play a key role in delivering exceptional service and supporting the team. If you&©re passionate about customer care and ready to take on more responsibility, this could be your next opportunity! Benefits Pay - £29,714 to £34,214 No weekend or bank holiday working Discounted gym memberships 33 days annual leave (including bank holidays) Holiday Purchase scheme Flexible pay through Wagestream Life A…",2025-05-20T20:11:27Z,Onsite,https://www.adzuna.co.uk/jobs/details/5208044249?utm_medium=api&utm_source=25f3af84
GB,Class 2 Driver,Movianto,"Kidderminster, Worcestershire",0.0,31365.0,31365.0,0,Travel Jobs,"Are you a Class 2 Driver looking for a new role? Interested in a role where you get weekends off? Looking for career progression? Movianto Kidderminster is hiring. You'll be working 42.5hrs a week, with varied start times and will be paid £31,365.00 per annum. Be nefits No weekend or bank holiday working Discounted gym memberships 33 days annual leave (including bank holidays) Holiday Purchase scheme Flexible pay through Wagestream Life Assurance Up to 5% Employer Pension Contribution Access to…",2025-05-20T20:11:26Z,Onsite,https://www.adzuna.co.uk/jobs/details/5208044248?utm_medium=api&utm_source=25f3af84
GB,Mental Health Healthcare Support Worker,JustNurses,"Clyne Valley, Sketty",0.0,52000.0,52000.0,0,Healthcare & Nursing Jobs,"JustNurses are currently recruiting for a Healthcare Support Worker to cover shifts at our client's hospital in Swansea. We offer a range of shift patterns, including days, nights, and weekends to suit your requirements with excellent pay rates up to £25 per hour. You will be assigned a dedicated consultant who will secure shifts for you in your desired location, so you do not need to worry about a thing. As an agency HCA, your key responsibilities will include providing direct patient care, as…",2025-05-20T20:11:23Z,Onsite,https://www.adzuna.co.uk/jobs/details/5208044244?utm_medium=api&utm_source=25f3af84
GB,Production Operative - Glass bottle washers and fillers,McQueens Dairies,"Town Centre, East Kilbride",0.0,26208.0,26208.0,0,Manufacturing Jobs,"PRODUCTION OPERATIVE Glass bottle washers and fillers Salary - £12.60 per hour Shifts - 5 days over 6 (Inc Saturdays) 6am start Location - East Kilbride Production Operative - Benefits: Pension Scotwest Credit Union Work boots provided Staff discount Weekly pay Free onsite parking Training Budget Career Development Opportunities McQueen's Dairies is a family brand, that provides customers with the nostalgic experience of doorstep milk deliveries. In our Dairy in East Kilbride, we have opportuni…",2025-05-20T20:11:20Z,Onsite,https://www.adzuna.co.uk/jobs/details/5208044241?utm_medium=api&utm_source=25f3af84
GB,Heavy Plant Fitter,McGinley Support Services,"Coleshill, Birmingham",64168.0,96262.0,96262.0,0,Engineering Jobs,"Job Title: Plant Technician GPS & HFR Location: M6 Loop Site Job Type: Full-time Job Summary: We are seeking a highly skilled Plant Technician with expertise in Global Positioning Systems (GPS) and Human Form Recognition (HFR) systems. The successful candidate will be responsible for the installation, maintenance, and repair of electro-mechanical equipment within our plant, ensuring that all systems operate efficiently and effectively. This role requires a strong background in fault finding, pr…",2025-05-20T20:11:17Z,Onsite,https://www.adzuna.co.uk/jobs/details/5208044235?utm_medium=api&utm_source=25f3af84
GB,Design Engineer,MasterMover Limited,"Ashbourne, Derbyshire",35000.0,45000.0,45000.0,0,Engineering Jobs,"Design Engineer Company: MasterMover Ltd Location: Ashbourne, Derbyshire MasterMover Ltd, a global leader in innovative material handling solutions, is seeking an experienced Design Engineer to join our dynamic team. If you are passionate about creating tailored solutions that exceed customer expectations and have a proven track record in bespoke engineering projects, we want to hear from you! Position Overview: As a Design Engineer at MasterMover, you will be at the forefront of delivering cus…",2025-05-20T20:11:17Z,Onsite,https://www.adzuna.co.uk/jobs/details/5208044233?utm_medium=api&utm_source=25f3af84
GB,Electro-Machanical Plant Equipment Supervisor,McGinley Support Services,"Coleshill, Birmingham",50211.0,75316.0,75316.0,0,Engineering Jobs,"Job Title: Electro-Mechanical Plant Equipment Supervisor Location: United Kingdom (Various Sites) Industry: Construction Job Type: Full-time About Us: [Company Name] is a leading player in the UK construction industry, renowned for delivering innovative and high-quality infrastructure projects. We specialize in integrating cutting-edge technology with traditional construction practices to enhance efficiency and safety across all our projects. Job Summary: We are seeking an experienced and highl…",2025-05-20T20:11:17Z,Onsite,https://www.adzuna.co.uk/jobs/details/5208044238?utm_medium=api&utm_source=25f3af84
GB,European Sales Director,MasterMover Limited,"Ashbourne, Derbyshire",75000.0,150000.0,150000.0,0,Sales Jobs,"European Sales Director Location: Ashbourne, Derbyshire Company: MasterMover Ltd Reporting to: Partner About MasterMover: MasterMover is a leading provider of innovative material handling solutions. With a focus on electric tugs and automation, we empower companies to enhance productivity and safety. Our patented products are used by leading industrial global brands to advance workplace efficiency and safety. With our global headquarters based in the UK and sales operations in the USA, France a…",2025-05-20T20:11:17Z,Onsite,https://www.adzuna.co.uk/jobs/details/5208044236?utm_medium=api&utm_source=25f3af84
GB,Port Operative,McGinley Support Services,"Sheerness, Kent",0.0,25396.0,25396.0,0,Logistics & Warehouse Jobs,"Job Title: Port Operative Location: Sheerness Shift: Varies depending on vessel schedule Pay Rate: From £12.21 per hour Access to own vehicle preferred due to site location. Job Role: Join our team as a Quay Port Operative and play a vital role in the UK's supply chain, facilitating the efficient movement of cargo from discharge to distribution. Your key responsibilities will include: Stevedore Duties: Supporting the loading and unloading of cargo within the vessel Equipment Operation: Operatin…",2025-05-20T20:11:17Z,Onsite,https://www.adzuna.co.uk/jobs/details/5208044240?utm_medium=api&utm_source=25f3af84
