Date,Title,Company,Location,Salary_Min,Salary_Max,Salary_Avg,Salary_Is_Predicted,Category,Description,Word_Mode,URL
2025-05-20T17:25:48Z,Remote Travel Business Development / Sales Coach - World 1 Franchise,RecruitmentRevolution.com,"Birmingham, West Midlands",35000.0,35000.0,35000.0,0,Sales Jobs,"Want to make a difference?Want to be a part of the fastest-growing travel business in the UK?Want to join the world's 1 lifestyle franchise?Want more than just a job? If so, we're ready for you… Get ready to join a multi-award-winning travel business brand that has grown 4000% in the last 10 years since shaking up the industry in 2011? We are no ordinary travel business as we are changing lives every single day. You'll be helping Travel Consultants find customers, close deals, and sell more. Th…",Onsite,https://www.adzuna.co.uk/jobs/details/5207634031?utm_medium=api&utm_source=25f3af84
2025-05-20T17:25:48Z,Remote Travel Business Development / Sales Coach - World 1 Franchise,RecruitmentRevolution.com,"Manchester, Greater Manchester",35000.0,35000.0,35000.0,0,Sales Jobs,"Want to make a difference?Want to be a part of the fastest-growing travel business in the UK?Want to join the world's 1 lifestyle franchise?Want more than just a job? If so, we're ready for you… Get ready to join a multi-award-winning travel business brand that has grown 4000% in the last 10 years since shaking up the industry in 2011? We are no ordinary travel business as we are changing lives every single day. You'll be helping Travel Consultants find customers, close deals, and sell more. Th…",Onsite,https://www.adzuna.co.uk/jobs/details/5207634033?utm_medium=api&utm_source=25f3af84
2025-05-20T17:25:48Z,Remote Travel Business Development / Sales Coach - World 1 Franchise,RecruitmentRevolution.com,"London, UK",35000.0,35000.0,35000.0,0,Sales Jobs,"Want to make a difference?Want to be a part of the fastest-growing travel business in the UK?Want to join the world's 1 lifestyle franchise?Want more than just a job? If so, we're ready for you… Get ready to join a multi-award-winning travel business brand that has grown 4000% in the last 10 years since shaking up the industry in 2011? We are no ordinary travel business as we are changing lives every single day. You'll be helping Travel Consultants find customers, close deals, and sell more. Th…",Onsite,https://www.adzuna.co.uk/jobs/details/5207634038?utm_medium=api&utm_source=25f3af84
2025-05-20T17:25:48Z,Remote Travel Business Development / Sales Coach - World 1 Franchise,RecruitmentRevolution.com,"Bournemouth, Dorset",35000.0,35000.0,35000.0,0,Sales Jobs,"Want to make a difference?Want to be a part of the fastest-growing travel business in the UK?Want to join the world's 1 lifestyle franchise?Want more than just a job? If so, we're ready for you… Get ready to join a multi-award-winning travel business brand that has grown 4000% in the last 10 years since shaking up the industry in 2011? We are no ordinary travel business as we are changing lives every single day. You'll be helping Travel Consultants find customers, close deals, and sell more. Th…",Onsite,https://www.adzuna.co.uk/jobs/details/5207634025?utm_medium=api&utm_source=25f3af84
2025-05-20T17:25:48Z,Remote Travel Business Development / Sales Coach - World 1 Franchise,RecruitmentRevolution.com,"Truro, Cornwall",35000.0,35000.0,35000.0,0,Sales Jobs,"Want to make a difference?Want to be a part of the fastest-growing travel business in the UK?Want to join the world's 1 lifestyle franchise?Want more than just a job? If so, we're ready for you… Get ready to join a multi-award-winning travel business brand that has grown 4000% in the last 10 years since shaking up the industry in 2011? We are no ordinary travel business as we are changing lives every single day. You'll be helping Travel Consultants find customers, close deals, and sell more. Th…",Onsite,https://www.adzuna.co.uk/jobs/details/5207634057?utm_medium=api&utm_source=25f3af84
2025-05-20T17:25:47Z,Asset Data Analyst,Great Places Housing Association,"Manchester, Greater Manchester",39248.0,39248.0,39248.0,0,IT Jobs,"Asset Data Analyst Salary Up to £39,248 Location Didsbury, Manchester Permanent, Full Time Reporting to the Data and Planning Manager, you will play a key role in supporting the delivery of Great Places’ Corporate Plan, Asset Management, and Sustainability Strategies. This role’s primary responsibility is to provide research, analytical insights, and quality assurance across the organisation. You will ensure data accuracy and integrity, meeting both internal and external requirements. Effective…",Onsite,https://www.adzuna.co.uk/jobs/details/5207633937?utm_medium=api&utm_source=25f3af84
2025-05-20T17:25:46Z,Commercial / Ecommerce Analyst,Axon Moore Group Ltd,"Warrington, Cheshire",26000.0,30000.0,30000.0,0,"PR, Advertising & Marketing Jobs","Graduate Commercial / Ecommerce Analyst ?? Location: Birchwood, Warrington (fully office-based) ?? Salary: £26,000 – £30,000  performance-related bonuses ?? Ideal for recent graduates with a background in maths, data, economics, or business ?? Recruiting exclusively via Axon Moore Kickstart your career where data meets ecommerce. Axon Moore is proud to be partnering exclusively with a leading tech and ecommerce group based in Birchwood, Warrington. Known for their award-winning PC gaming system…",Onsite,https://www.adzuna.co.uk/jobs/details/5207633840?utm_medium=api&utm_source=25f3af84
2025-05-20T16:50:20Z,Asset Data Analyst,Great Places Housing Association,"Chorlton Cum Hardy, Manchester",0.0,39248.0,39248.0,0,IT Jobs,"Asset Data Analyst (full time, 35 hours per week) Reporting to the Data and Planning Manager, you will play a key role in supporting the delivery of Great Places&rsquo; Corporate Plan, Asset Management, and Sustainability Strategies. This role&rsquo;s primary responsibility is to provide research, analytical insights, and quality assurance across the organisation. You will ensure data accuracy and integrity, meeting both internal and external requirements. Effective collaboration with surveyors…",Onsite,https://www.adzuna.co.uk/jobs/details/5207598021?utm_medium=api&utm_source=25f3af84
2025-05-20T16:47:51Z,Senior Data Analyst,Hippo Digital,UK,0.0,59082.0,59082.0,0,IT Jobs,"About The Role Hippo is recruiting for a Senior Data Analyst to join our Hippo Herd . Our Data Analysts work in multi-disciplinary teams that build, support & maintain user-centred digital solutions that offer real value and work for everyone. Hippo’s Data Analysts are involved in creating data specific solutions to ensure we have the right information and data to make informed decisions. Stakeholder engagement is key and collaborating within your technical Hippo squad and alongside colleagues …",Onsite,https://www.adzuna.co.uk/jobs/details/5207585056?utm_medium=api&utm_source=25f3af84
2025-05-20T16:47:33Z,Data Engineer,Somerset Bridge Group,"Newcastle Upon Tyne, Tyne & Wear",64864.34,64864.34,64864.34,1,IT Jobs,"Location - Newcastle Employment Type - Full Time - Permanent Salary - £55,000 - £68,500 per annum Hours Per Week - 37.5 We're building something special — and we need a talented Data Engineer to help bring our Azure data platform to life. This is your chance to work on a greenfield Enterprise Data Warehouse programme in the insurance sector, shaping data pipelines and platforms that power smarter decisions, better pricing, and sharper customer insights. The Data Engineer will design, build, and…",Onsite,https://www.adzuna.co.uk/jobs/details/5207584091?utm_medium=api&utm_source=25f3af84
2025-05-20T16:34:28Z,Remote Travel Business Development / Sales Coach - World 1 Franchise,RecruitmentRevolution.com,"Rusholme, Manchester",35000.0,35000.0,35000.0,0,Sales Jobs,"Want to make a difference? Want to be a part of the fastest-growing travel business in the UK? Want to join the world’s 1 lifestyle franchise? Want more than just a job? If so, we’re ready for you… Get ready to join a multi-award-winning travel business brand that has grown 4000% in the last 10 years since shaking up the industry in 2011? We are no ordinary travel business as we are changing lives every single day. You’ll be helping Travel Consultants find customers, close deals, and sell more.…",Onsite,https://www.adzuna.co.uk/jobs/land/ad/5207582043?se=OokaBa818BGOFfzmRSZXLA&utm_medium=api&utm_source=25f3af84&v=097D5C1DA8499DF85244634EB9B1B458C047814D
2025-05-20T16:34:11Z,Remote Travel Business Development / Sales Coach - World 1 Franchise,RecruitmentRevolution.com,"Bournemouth, Dorset",35000.0,35000.0,35000.0,0,Sales Jobs,"Want to make a difference? Want to be a part of the fastest-growing travel business in the UK? Want to join the world’s 1 lifestyle franchise? Want more than just a job? If so, we’re ready for you… Get ready to join a multi-award-winning travel business brand that has grown 4000% in the last 10 years since shaking up the industry in 2011? We are no ordinary travel business as we are changing lives every single day. You’ll be helping Travel Consultants find customers, close deals, and sell more.…",Onsite,https://www.adzuna.co.uk/jobs/land/ad/5207581987?se=OokaBa818BGOFfzmRSZXLA&utm_medium=api&utm_source=25f3af84&v=C4B810F9799F198499AE1A89FF8C53F700DC7633
2025-05-20T16:34:09Z,Remote Travel Business Development / Sales Coach - World 1 Franchise,RecruitmentRevolution.com,"Balsall Heath, Birmingham",35000.0,35000.0,35000.0,0,Sales Jobs,"Want to make a difference? Want to be a part of the fastest-growing travel business in the UK? Want to join the world’s 1 lifestyle franchise? Want more than just a job? If so, we’re ready for you… Get ready to join a multi-award-winning travel business brand that has grown 4000% in the last 10 years since shaking up the industry in 2011? We are no ordinary travel business as we are changing lives every single day. You’ll be helping Travel Consultants find customers, close deals, and sell more.…",Onsite,https://www.adzuna.co.uk/jobs/land/ad/5207581974?se=OokaBa818BGOFfzmRSZXLA&utm_medium=api&utm_source=25f3af84&v=73402AA50171BDA5B6D5253033ED1CED312916D9
2025-05-20T16:29:18Z,Remote Travel Business Development / Sales Coach - World 1 Franchise,RecruitmentRevolution.com,"Black Rock, Camborne",35000.0,35000.0,35000.0,0,Sales Jobs,"Want to make a difference? Want to be a part of the fastest-growing travel business in the UK? Want to join the world’s 1 lifestyle franchise? Want more than just a job? If so, we’re ready for you… Get ready to join a multi-award-winning travel business brand that has grown 4000% in the last 10 years since shaking up the industry in 2011? We are no ordinary travel business as we are changing lives every single day. You’ll be helping Travel Consultants find customers, close deals, and sell more.…",Onsite,https://www.adzuna.co.uk/jobs/details/5207581128?utm_medium=api&utm_source=25f3af84
2025-05-20T16:29:17Z,Remote Travel Business Development / Sales Coach - World 1 Franchise,RecruitmentRevolution.com,"Easton, Bristol",35000.0,35000.0,35000.0,0,Sales Jobs,"Want to make a difference? Want to be a part of the fastest-growing travel business in the UK? Want to join the world’s 1 lifestyle franchise? Want more than just a job? If so, we’re ready for you… Get ready to join a multi-award-winning travel business brand that has grown 4000% in the last 10 years since shaking up the industry in 2011? We are no ordinary travel business as we are changing lives every single day. You’ll be helping Travel Consultants find customers, close deals, and sell more.…",Onsite,https://www.adzuna.co.uk/jobs/details/5207581126?utm_medium=api&utm_source=25f3af84
2025-05-20T16:29:16Z,Remote Travel Business Development / Sales Coach - World 1 Franchise,RecruitmentRevolution.com,"Easton, Bristol",35000.0,35000.0,35000.0,0,Sales Jobs,"Want to make a difference? Want to be a part of the fastest-growing travel business in the UK? Want to join the world's 1 lifestyle franchise? Want more than just a job? If so, we're ready for you… Get ready to join a multi-award-winning travel business brand that has grown 4000% in the last 10 years since shaking up the industry in 2011? We are no ordinary travel business as we are changing lives every single day. You'll be helping Travel Consultants find customers, close deals, and sell more.…",Onsite,https://www.adzuna.co.uk/jobs/details/5207581119?utm_medium=api&utm_source=25f3af84
2025-05-20T16:24:12Z,Data Scientist,UK Defence Equipment and Support,"Bristol, South West England",45200.0,49200.0,49200.0,0,IT Jobs,"Description Organisation: Defence Equipment & Support Salary: £45,200 - £49,200 per annum (plus generous benefits) Grade: PII Working Pattern: Full time, Part time, Job Share, Flexible Working Contract Type: Permanent Summary At Defence Equipment & Support (DE&S), we supply and maintain vital equipment and services for the Royal Navy, British Army and Royal Air Force. Together, we deliver a vast range of essential defence programmes, and strive for what's next. Because it helps keep our militar…",Onsite,https://www.adzuna.co.uk/jobs/details/5207579906?utm_medium=api&utm_source=25f3af84
2025-05-20T16:22:45Z,People Data and Performance Metrics Analyst,Havas Uk,"London, UK",58956.79,58956.79,58956.79,1,IT Jobs,"Agency : Havas Media Job Description : The People Data and Performance Metrics Analyst role sits inside a strategic HR team. The data you analyse and the insights you find will directly impact business decision making, strategy, and enable delivery of a meaningful people experience. This role has BAU dashboard maintenance and refresh tasks combined with exciting new projects which will make a meaningful difference to our employee experience People Data and Performance Metrics Analyst Reporting …",Onsite,https://www.adzuna.co.uk/jobs/details/5207579437?utm_medium=api&utm_source=25f3af84
2025-05-20T16:19:56Z,Market Data Admin and Compliance Support Analyst,Adecco,"Farringdon, Central London",41806.14,41806.14,41806.14,1,IT Jobs,"Job Title: Market Data Admin and Compliance Support Analyst Location: London Contract Length: 6 Months About Our Client: Our client is a leading organisation in the financial services sector, dedicated to providing exceptional services while maintaining strict compliance and data integrity. They are currently seeking a detail-oriented and proactive Market Data Admin and Compliance Support Analyst to join their team on a six-month fixed-term contract. Role Overview: As a Market Data Admin and Co…",Onsite,https://www.adzuna.co.uk/jobs/land/ad/5207578873?se=OokaBa818BGOFfzmRSZXLA&utm_medium=api&utm_source=25f3af84&v=AB3BF84D1B6B8EBAD3E4189856CA52B2632B7312
2025-05-20T16:19:10Z,Data Analyst,Adecco,"The City, Central London",91000.0,104000.0,104000.0,0,IT Jobs,"Job Title: Data Analyst Location: London/ Hybrid - 2 days in-office: Tuesday & Friday Duration: Initial 6 months Day Rate: £350 - £400 per day (depending on level of experience) About the Role: We're looking for a skilled and analytical Data Analyst to support a variety of workforce-related projects while our high-profile banking clients overseas operations get up and running! Based in London with flexible remote options, you'll be working closely with project teams to deliver data-driven insig…",Remote,https://www.adzuna.co.uk/jobs/land/ad/5207578704?se=OokaBa818BGOFfzmRSZXLA&utm_medium=api&utm_source=25f3af84&v=C549EB13CF229282C3427083C2C81AEB9DB2BA8B
2025-05-20T16:13:19Z,Asset Data Analyst,Great Places Housing Association,"Chorlton Cum Hardy, Manchester",39248.0,39248.0,39248.0,0,IT Jobs,"Asset Data Analyst Salary Up to £39,248 Location Didsbury, Manchester Permanent, Full Time Reporting to the Data and Planning Manager, you will play a key role in supporting the delivery of Great Places’ Corporate Plan, Asset Management, and Sustainability Strategies. This role’s primary responsibility is to provide research, analytical insights, and quality assurance across the organisation. You will ensure data accuracy and integrity, meeting both internal and external requirements. Effective…",Onsite,https://www.adzuna.co.uk/jobs/land/ad/5207575451?se=OokaBa818BGOFfzmRSZXLA&utm_medium=api&utm_source=25f3af84&v=E7F96056D43EA031F111F6FF1B0776D6D6E974E0
2025-05-20T16:12:55Z,Senior MI Analyst,Erin Associates,"Nottingham, Nottinghamshire",50000.0,58000.0,58000.0,0,IT Jobs,"Senior MI Analyst – 6-month Fixed Term Contract - Central Nottingham / Hybrid £50,000 - £58,000  35-hour work week and great benefits This profitable and multi-national business are looking to add an experienced MI Analyst to their collaborative team, who will be responsible for the design, development and maintenance of the firms MI and data analytics solutions. This role leans itself to be more of a ‘Business Data Analyst role’, where you will act as the bridge between the data team and wider…",Onsite,https://www.adzuna.co.uk/jobs/land/ad/5207575239?se=OokaBa818BGOFfzmRSZXLA&utm_medium=api&utm_source=25f3af84&v=C1BF5C3ACCCACF517711A96D7E19C29D28E69716
2025-05-20T16:12:38Z,Data Analyst,Corecom Consulting,"Hyde Park, Leeds",35000.0,50000.0,50000.0,0,IT Jobs,"Data Analyst - Up to £50,000  Hybrid Working (3 Days Onsite)  Leeds City Centre |  SQL | Excel | Power BI | Python Are you a data-driven thinker who loves turning numbers into insights? We're hiring a Data Analyst to join a growing team based in Leeds City Centre, offering a hybrid setup with 3 days a week onsite. In this role, you'll be working closely with business stakeholders to clean, analyse, and interpret data, uncover trends, and deliver actionable insights that support smart decision-m…",Onsite,https://www.adzuna.co.uk/jobs/land/ad/5207575204?se=OokaBa818BGOFfzmRSZXLA&utm_medium=api&utm_source=25f3af84&v=419AACD66B467BC14E1B0919A133C3B2FAB3CD59
2025-05-20T16:08:52Z,Data Analysis Needed For Insights into a Time Management Survey,,UK,35130.05,35130.05,35130.05,1,IT Jobs,"Data Analysis Expert Needed: Developing Alternative Methodology for Time Management Survey Data - Excel or SPSS Project Overview I'm seeking an experienced data analyst to develop an alternative methodology for analyzing my time management survey data. The current analysis approach isn't providing enough differentiation between respondents, making it difficult to draw meaningful insights or make data-driven decisions. Current Problem My time management survey collects data on how individuals al…",Onsite,https://www.adzuna.co.uk/jobs/details/5207573890?utm_medium=api&utm_source=25f3af84
2025-05-20T16:07:25Z,Remote Travel Business Development / Sales Coach - World 1 Franchise,Recruitment Revolution,"Edinburgh City Centre, Edinburgh",35000.0,35000.0,35000.0,0,Sales Jobs,"Want to make a difference? Want to be a part of the fastest-growing travel business in the UK? Want to join the world's 1 lifestyle franchise? Want more than just a job? If so, we're ready for you… Get ready to join a multi-award-winning travel business brand that has grown 4000% in the last 10 years since shaking up the industry in 2011? We are no ordinary travel business as we are changing lives every single day. You'll be helping Travel Consultants find customers, close deals, and sell more.…",Onsite,https://www.adzuna.co.uk/jobs/land/ad/5207573300?se=OokaBa818BGOFfzmRSZXLA&utm_medium=api&utm_source=25f3af84&v=B0C7F9517BD1C726D24FA80247FAE31ACA68A2A5
2025-05-20T16:07:25Z,Remote Travel Business Development / Sales Coach - World 1 Franchise,Recruitment Revolution,"Bloomsbury, Central London",35000.0,35000.0,35000.0,0,Sales Jobs,"Want to make a difference? Want to be a part of the fastest-growing travel business in the UK? Want to join the world's 1 lifestyle franchise? Want more than just a job? If so, we're ready for you… Get ready to join a multi-award-winning travel business brand that has grown 4000% in the last 10 years since shaking up the industry in 2011? We are no ordinary travel business as we are changing lives every single day. You'll be helping Travel Consultants find customers, close deals, and sell more.…",Onsite,https://www.adzuna.co.uk/jobs/land/ad/5207573298?se=OokaBa818BGOFfzmRSZXLA&utm_medium=api&utm_source=25f3af84&v=93B0D1EE19C43CCF0E2C2D1D1DD0B5245302C21F
2025-05-20T16:07:25Z,Remote Travel Business Development / Sales Coach - World 1 Franchise,Recruitment Revolution,"St. Judes, Bristol",35000.0,35000.0,35000.0,0,Sales Jobs,"Want to make a difference? Want to be a part of the fastest-growing travel business in the UK? Want to join the world's 1 lifestyle franchise? Want more than just a job? If so, we're ready for you… Get ready to join a multi-award-winning travel business brand that has grown 4000% in the last 10 years since shaking up the industry in 2011? We are no ordinary travel business as we are changing lives every single day. You'll be helping Travel Consultants find customers, close deals, and sell more.…",Onsite,https://www.adzuna.co.uk/jobs/land/ad/5207573299?se=OokaBa818BGOFfzmRSZXLA&utm_medium=api&utm_source=25f3af84&v=150B1EE17D6A16F847306AEB76CDCBB576CCCD59
2025-05-20T16:07:25Z,Remote Travel Business Development / Sales Coach - World 1 Franchise,Recruitment Revolution,"Ladywood, Birmingham",35000.0,35000.0,35000.0,0,Sales Jobs,"Want to make a difference? Want to be a part of the fastest-growing travel business in the UK? Want to join the world's 1 lifestyle franchise? Want more than just a job? If so, we're ready for you… Get ready to join a multi-award-winning travel business brand that has grown 4000% in the last 10 years since shaking up the industry in 2011? We are no ordinary travel business as we are changing lives every single day. You'll be helping Travel Consultants find customers, close deals, and sell more.…",Onsite,https://www.adzuna.co.uk/jobs/land/ad/5207573305?se=OokaBa818BGOFfzmRSZXLA&utm_medium=api&utm_source=25f3af84&v=973D211F9026C59B44B6694256E233897FA18FE8
2025-05-20T16:07:24Z,Remote Travel Business Development / Sales Coach - World 1 Franchise,Recruitment Revolution,"Parley, Christchurch",35000.0,35000.0,35000.0,0,Sales Jobs,"Want to make a difference? Want to be a part of the fastest-growing travel business in the UK? Want to join the world's 1 lifestyle franchise? Want more than just a job? If so, we're ready for you… Get ready to join a multi-award-winning travel business brand that has grown 4000% in the last 10 years since shaking up the industry in 2011? We are no ordinary travel business as we are changing lives every single day. You'll be helping Travel Consultants find customers, close deals, and sell more.…",Onsite,https://www.adzuna.co.uk/jobs/land/ad/5207573286?se=OokaBa818BGOFfzmRSZXLA&utm_medium=api&utm_source=25f3af84&v=4798C208398AC9356E258139C07C112AB2475333
2025-05-20T16:07:23Z,Remote Travel Business Development / Sales Coach - World 1 Franchise,Recruitment Revolution,"Newham, Truro",35000.0,35000.0,35000.0,0,Sales Jobs,"Want to make a difference? Want to be a part of the fastest-growing travel business in the UK? Want to join the world's 1 lifestyle franchise? Want more than just a job? If so, we're ready for you… Get ready to join a multi-award-winning travel business brand that has grown 4000% in the last 10 years since shaking up the industry in 2011? We are no ordinary travel business as we are changing lives every single day. You'll be helping Travel Consultants find customers, close deals, and sell more.…",Onsite,https://www.adzuna.co.uk/jobs/land/ad/5207573283?se=OokaBa818BGOFfzmRSZXLA&utm_medium=api&utm_source=25f3af84&v=39D736FD21994E735BBECE9C644AD508CF66B1A1
2025-05-20T16:07:23Z,Remote Travel Business Development / Sales Coach - World 1 Franchise,Recruitment Revolution,"Bristol, South West England",42712.66,42712.66,42712.66,1,Sales Jobs,"Want to make a difference? Want to be a part of the fastest-growing travel business in the UK? Want to join the world's 1 lifestyle franchise? Want more than just a job? If so, we're ready for you… Get ready to join a multi-award-winning travel business brand that has grown 4000% in the last 10 years since shaking up the industry in 2011? We are no ordinary travel business as we are changing lives every single day. You'll be helping Travel Consultants find customers, close deals, and sell more.…",Onsite,https://www.adzuna.co.uk/jobs/land/ad/5207573285?se=OokaBa818BGOFfzmRSZXLA&utm_medium=api&utm_source=25f3af84&v=29A9EF87BAE6DD71A35E68BF57F1148E70187AAB
2025-05-20T16:07:23Z,Remote Travel Business Development / Sales Coach - World 1 Franchise,Recruitment Revolution,"Hulme, Manchester",35000.0,35000.0,35000.0,0,Sales Jobs,"Want to make a difference? Want to be a part of the fastest-growing travel business in the UK? Want to join the world's 1 lifestyle franchise? Want more than just a job? If so, we're ready for you… Get ready to join a multi-award-winning travel business brand that has grown 4000% in the last 10 years since shaking up the industry in 2011? We are no ordinary travel business as we are changing lives every single day. You'll be helping Travel Consultants find customers, close deals, and sell more.…",Onsite,https://www.adzuna.co.uk/jobs/land/ad/5207573284?se=OokaBa818BGOFfzmRSZXLA&utm_medium=api&utm_source=25f3af84&v=1919057A997A29CFC5F0C7C13B8CAA1E371DCD77
2025-05-20T15:40:07Z,"Data Product Manager, Product Analytics, Global Streaming",NBCUniversal,"Brentford, West London",62603.51,62603.51,62603.51,1,IT Jobs,"Job Description NBCUniversal is looking for a detail-oriented Data Product Manager As a member of the Decision Sciences team, you will champion a Data-as-a-Product mindset. Bringing in-depth data understanding to the team, you will play a key role in owning, managing and supporting the data across the underlying systems and technology stack. The data in focus will be driven from the product experience across growth, acquisition, engagement, ads and churn experiences. This will allow the product…",Onsite,https://www.adzuna.co.uk/jobs/details/5207560336?utm_medium=api&utm_source=25f3af84
