creation_date,job_title,country,category,salary_min,salary_max,salary_predicted,description,work_mode,skills,salary_min_raw,salary_max_raw,salary_avg,year
2025-05-20 19:52:54+00:00,Data Analyst H/F,FR,Emplois Informatique,,,0,"KLANIK est une société de conseil en Ingénierie IT qui accompagne ses clients dans leurs projets digitaux et technologiques. Le groupe KLANIK compte désormais plus de 750 talents, évoluant dans 16 agences en Europe, Amérique du Nord, Afrique et Moyen-Orient. Des experts engagés, atypiques et passionnés, impliqués dans des projets stratégiques grâce à leur haut niveau de compétences en Software, DevOps, Cloud, Agilité, Cybersécurité, Big Data & IA. En parallèle de leurs métiers, les collaborateu…",Onsite,r,,,,2025
2025-05-20 19:52:49+00:00,Senior Product Manager AI H/F,FR,"Emplois RP, Publicité et Marketing",70000.0,80000.0,0,"on besoin de vous ? Saint-Gobain Distribution France (SGDBF) est à la recherche dun Product Manager expérimenté pour renforcer son équipe Data Science dans un contexte de croissance rapide des projets IA au sein de lorganisation. Créée en 2019, léquipe Data Science est composée de Product Managers, Data Scientists et Business Analysts, et est encadrée par un binôme Product x Data Scientist expérimenté. Avec plus dune dizaine de projets en production, sur des problématiques variées (logistique, …",Onsite,r,70000.0,80000.0,75000.0,2025
2025-05-20 19:35:33+00:00,H/F Data Analyst Confirmé,FR,Unknown,,,0,"KELVYA est un Cabinet de Recrutement spécialisé dans le domaine de l'IT & du Digital. Nous mettons en relation nos candidats avec des clients finaux pour des opportunités en CDI. Nos valeurs sont la Transparence, Réactivité et Réussite. La société recrutant est une PME à impact qui réinvente la consommation des matières premières pour ses clients industriels. Ses solutions innovantes allient à la fois bénéfices économiques et gains écologiques. Ce que tu rejoins : Une équipe à taille humaine, p…",Onsite,r,,,,2025
2025-05-20 19:05:08+00:00,Digital Lead Data Scientist,FR,Unknown,,,0,"Le contenu du poste est libellé en anglais car il nécessite de nombreuses interactions avec nos filiales à l’international, l'anglais étant la langue de travail. This job offer is accessible to all, regardless of gender. Job title : Lead Data Scientist Location : Lyon About the job At Sanofi, we’re committed to transform the practice of medicine through break-through science. Within Sanofi, Manufacturing & Supply (M&S) is the bridge between Science and Patients , ensuring all patients get their…",Onsite,r,,,,2025
2025-05-20 18:28:17+00:00,Stage : Consultant Interne Data Analyst - Stage- (F/H),FR,Emplois Diplômés,,,0,"A propos de nous: Le saviez-vous ? : Nous rejoindre, c’est rejoindre l’un des leaders mondiaux de la distribution qui met l'accent au quotidien sur la diversité, la RSE et le digital, pour satisfaire nos clients et nos collaborateurs. En tant que partenaire premium des Jeux Olympiques et Paralympiques de Paris 2024, nous partageons les valeurs du sport en permettant à nos équipes de se dépasser et encourageons une alimentation saine au juste prix pour tous. Vous cherchez à travailler dans une e…",Onsite,r,,,,2025
2025-05-20 18:08:59+00:00,Consultant Senior IA | CDI | F/H - PwC,FR,Unknown,,,0,"Job Description & Summary Rejoignez les équipes Data & Analytics de PwC et participez à la création de solutions innovantes basées sur l'intelligence artificielle générative. PwC poursuit sa stratégie mondiale The New Equation, portée par l'humain, nos engagements responsables, sociétaux et soutenus par la technologie. Dans ce contexte, nous investissons sur l'utilisation du cloud, de l'IA, des alliances technologiques, de la réalité virtuelle et de technologies émergentes. Notre communauté Dat…",Onsite,r,,,,2025
2025-05-20 15:58:36+00:00,Chargé FP&A Frais de personnel et Sièges (F/H) en alternance,FR,Emplois Comptabilité et Finance,,,0,"Si Carrefour est partenaire de Paris 2024, c'est parce que nous retrouvons beaucoup de nous dans les valeurs du sport ! Nous aimons les challenges et visons une performance durable : Face aux défis de notre époque, Carrefour a pour ambition de rendre le meilleur accessible à tous et de s'affirmer en chef de file d'une distribution responsable. Cela signifie de nombreux projets et occasions d'innover au quotidien pour nos équipes. Nous nous épanouissons en équipe : Métiers du commerce, métiers d…",Onsite,r,,,,2025
2025-05-20 13:54:07+00:00,Data analyst,FR,Emplois Vente,,,0,"Nous accompagnons des scale-ups et des grands comptes à travers une approche data-driven et technologique, intégrant l’IA, la data science et des stratégies de growth marketing avancées. rigoureuse, intégrant A/B testing, machine learning et analyses de données complexes pour optimiser la visibilité et la conversion des applications mobiles. Nous collaborons avec des entreprises comme Kiabi, Crédit Mutuel, Showroomprivé, Klesia et le groupe SEB. Analyse Data & Optimisations Développer des table…",Onsite,"machine learning, r",,,,2025
2025-05-20 13:54:07+00:00,Data analyst,FR,Emplois Vente,,,0,"À PROPOS D'APPASO GROUPE AppASO Groupe est la solution leader en ASO en Europe, spécialisée dans l’App Growth et l’optimisation de la performance mobile. Nous accompagnons des scale-ups et des grands comptes à travers une approche data-driven et technologique, intégrant l’IA, la data science et des stratégies de growth marketing avancées. Nos équipes, composées d’experts en ASO, performance digitale et acquisition mobile, travaillent avec une méthodologie rigoureuse, intégrant A/B testing, mach…",Onsite,r,,,,2025
2025-05-20 13:54:02+00:00,"Data analyste informatique sénior Python · Dataiku, Tableau /s (IT)",FR,Emplois Informatique,104000.0,143000.0,0,"Data Analyst sénior Python · Dataiku, approche algorithmes IA · Tableau (data visualisation) · PBI · BDD relationnelles Localisation Paris / Télétravail 2 à 3 jours par semaine Durée de la mission : 2 ans Projet : Scénarii LCB FT Reporting réglementaires pour les instances bancaires nationales ou européennes tel que QLB Environnement Technique : Les environnements techniques relatifs au projet sont les suivants : · Python · Dataiku, approche algorithmes IA · Tableau (data visualisation) · PBI ·…",Onsite,"python, r, tableau",400.0,550.0,123500.0,2025
2025-05-20 12:10:16+00:00,Alternance - Analyste Reporting Financier H/F - 24 Mois,FR,Emplois Comptabilité et Finance,,,0,"Alternance - Analyste Reporting Financier - H/F 24 Mois Poste basé à Levallois-Perret, à partir de Septembre 2025 Missions, équipe et environnement de travail, ça donne quoi ? BNP Paribas Leasing Solutions est un métier en plein développement, spécialisé dans les solutions de crédit-bail et les solutions locatives pour équipements professionnels mais aussi immobiliers, à taille humaine (3.000 collaborateurs présents dans 16 pays). Une activité au service du financement de l'économie réelle (mon…",Onsite,r,,,,2025
2025-05-20 09:03:24+00:00,Data analyst H/F,FR,Emplois Vente,91000.0,127400.0,0,"L'offre Secteurs Automobile, Aéronautique, Spatial, Défense & Sécurité, Ferroviaire, Télécommunications, Energie, Services & Systèmes d'Informations, Chimie / Pétrochimie, Digital & E-Commerce, Naval, Machines & Industrie Lourde, Pharmaceutique / Biotechnologie, Banque & Assurance, BTP Description de l'offre Nous recrutons pour l'un de nos clients un Data Analyst, à pourvoir dès que possible. Ce professionnel aura pour mission : - Collecter, traiter et analyser des données volumineuses pour gén…",Onsite,r,91000.0,127400.0,109200.0,2025
2025-05-20 08:06:36+00:00,Data Analyst - Auditeur Interne Laval (53) F/H,FR,Emplois Consultants,,,0,"Rattaché(e) au Responsable Audit Interne, vous serez amené(e) à développer l'activité d'analyses de données sur un périmètre mondial et visant l'ensemble des processus et métiers du Groupe (Finance, Commercial, Supply Chain, Industriel…). Dans ce contexte, vous serez notamment amené(e) à : * Accompagner l'équipe d'audit interne dans la récupération et l'analyse détaillée des données disponibles lors des missions d'audit : s'assurer de la cohérence des données collectées, les interpréter et les …",Onsite,r,,,,2025
2025-05-20 08:06:35+00:00,Consultant / Consultante Data Analyst - AIX EN PROVENCE F/H,FR,Emplois Informatique,,,0,"Description de la mission Intégré au sein d’une équipe projet BI, Big Data ou Data Gouvernance pour des clients intervenant dans des secteurs d'activités divers, vous serez notamment en charge des missions suivantes : Définir les besoins réels de nos clients, et déterminer la meilleure manière d’y répondre en utilisant la Data Identifier les tendances par une veille technologique permanente pour sensibiliser les clients aux nouvelles solutions Rendre accessible et lisible les informations sous …",Onsite,r,,,,2025
2025-05-20 08:06:21+00:00,Data Analyst F/H,FR,Emplois Informatique,,,0,"Poste : Etre expert en Power BI, Git et SQL. On pourrait te faire un blablabla interminable mais au final on t'invitera plus volontiers à partager un café. Si ça te parle, rejoins nous! Là où l'audace rencontre la réalité, dans une équipe qui adore transformer les rêves en code ! Profil : Diplômé(e) d'une formation supérieure en informatique, Expérience Power BI, Git, SQL minimum 2 ans CoperBee, Join the digital hive! Bienvenue dans notre univers IT où l'innovation est notre moteur quotidien, l…",Onsite,"power bi, r, sql",,,,2025
2025-05-20 08:06:20+00:00,Senior Data Analyst F/H,FR,Emplois Comptabilité et Finance,,,0,"Description du poste Rattaché(e) à notre branche Conseil , vous ferez partie d’une équipe de consultants Data dont la vocation est d’accompagner les organisations (TPE/PME/ETI) sur des enjeux de transformation axés principalement dans la conception et l’implémentation de dashboards, notamment via l’outil Power BI. Ce challenge vous permettra de développer des compétences complémentaires (conseil et data) dans un écosystème dynamique avec des tailles d’entreprises différentes et dans tous les se…",Onsite,"power bi, r",,,,2025
2025-05-20 07:59:10+00:00,Data Analyst F/H,FR,Emplois Industrie et Construction,42000.0,47000.0,0,"Ce qui est important pour ce poste : Devenez moteur de la transformation digitale Vous participerez activement à l'amélioration de Power BI, en concevant des tableaux de bord intuitifs, fiables et orientés métier. Apportez clarté et structure aux données Votre rôle : collecter les besoins, identifier les dysfonctionnements dans les flux de données et mettre en place des automatisations pertinentes. Formez et accompagnez vos collègues Vous ne travaillerez pas en silo. Au contraire, vous partager…",Onsite,"power bi, r, tableau",42000.0,47000.0,44500.0,2025
2025-05-20 07:59:09+00:00,Data Analyst F/H,FR,Emplois Informatique,45000.0,50000.0,0,"Nous recherchons un(e) Data Analyst confirmé(e) capable d'accompagner les métiers dans l'aide à la décision. Vous aurez la charge de : Guider / recommander le Me?tier dans l'exploitation et la valorisation des multiples sources de donne?es et identifier des leviers d'optimisation et d'ame?lioration des processus Business E?tre l?interme?diaire entre le Me?tier et la DSI Accroi?tre la connaissance de la cliente?le d'une entreprise, conduire des e?tudes sur les bases de donne?es, suivre les outil…",Onsite,r,45000.0,50000.0,47500.0,2025
2025-05-20 07:56:46+00:00,"Données de support (H/F), cadre, anglais et allemand courant",FR,Emplois Scientifiques et AQ,40000.0,50000.0,0,"Nos Commandantes de Bord vous expliquent pourquoi rejoindre Airbus : ""Airbus est une entreprise renommée dans le secteur de l'aéronautique, reconnue pour son innovation et son expertise. Rejoindre Airbus, c'est intégrer un environnement dynamique et stimulant, où les talents peuvent s'épanouir et contribuer à des projets d'envergure internationale. ""Nous nous engageons pour un long voyage, Crit Aéro recrute en mission d'intérim un Données de support (F/H) Pour préparer ce voyage, « après une pr…",Onsite,r,40000.0,50000.0,45000.0,2025
2025-05-20 07:56:03+00:00,Analyste-Développeur·se ERP en alternance,FR,Emplois Informatique,,,0,"Vous rêvez d'allier commerce et expertise technique dans un environnement dynamique et innovant ?Rejoignez Rubix France en tant que : Data Analyst / Engineer en alternance (H/F) à Lyon En rejoignant Rubix, vous serez immergé au sein du siège à Lyon. Vous serez accompagné par votre tuteur qui sera votre interlocuteur privilégié pour répondre à vos questions, vous former et faciliter votre montée en compétences.Développement : - Concevoir et développer des fonctionnalités spécifiques ou des adapt…",Onsite,r,,,,2025
2025-05-20 07:56:02+00:00,Data Analyst / Engineer en alternance (H/F),FR,Emplois Informatique,,,0,"Vous rêvez d'allier commerce et expertise technique dans un environnement dynamique et innovant ?Rejoignez Rubix France en tant que : Data Analyst / Engineer en alternance (H/F) à Lyon En rejoignant Rubix, vous serez immergé au sein du siège à Lyon. Vous serez accompagné par votre tuteur qui sera votre interlocuteur privilégié pour répondre à vos questions, vous former et faciliter votre montée en compétences.Dans le cadre de notre activité au sein de l'équipe Datalake & Digital Marketing, nous…",Onsite,r,,,,2025
2025-05-20 07:55:54+00:00,STAGIAIRE ANALYSTE DATA MARKETING (H/F),FR,Emplois Scientifiques et AQ,,,0,"Volkswagen Financial Services recherche un ou une alternant(e) Analyste reporting Marketing, pour une période de 12 à 24 mois, à compter de Septembre 2023 sur le site de Roissy-en-France. MISSIONS : Rattaché(e) au service Performance & Insight, vous serez chargé(e) de : - Développer des reportings en vue d'accompagner la direction générale sur les décisions business - Accompagner les équipes métiers, afin d'analyser et de corriger les problématiques de fiabilité des données - Répondre aux besoi…",Onsite,r,,,,2025
2025-05-20 07:55:29+00:00,Chargé d'Etudes Data - Data Analyst H/F,FR,Emplois Comptabilité et Finance,35000.0,40000.0,0,"?? Vos missions principales consisteront à : Recenser les besoins et récolter les données, permettant la construction d'analyses statistiques qualitatives et quantitatives et de leur évolution, En restituer les résultats par le biais de tableaux de bord ou d'outils d'aide à la prise de décision, Établir des prévisions et préconiser des actions, Réaliser des études statistiques (l'activité commerciale, l'intéressement commercial, la performance des actions commerciales, les challenges, budgétair…",Onsite,"r, tableau",35000.0,40000.0,37500.0,2025
2025-05-20 06:45:36+00:00,Business Analyst Data H/F,FR,Emplois Informatique,,,0,"Dans le cadre du développement de nos activités, nous recherchons un Business Analyst Data. Le Business Analyst Data assure le lien entre les Directions métiers et les équipes techniques. Garant du recueil et de la bonne compréhension du besoin métier, il assure la relation avec les équipes de développement. Vos missions - Etudier / concevoir des solutions applicatives/techniques avec l'aide des développeurs dans le respect du planning de delivery - Animer les ateliers métier pour recueillir le…",Onsite,r,,,,2025
2025-05-20 06:36:49+00:00,Alternance - Data Analyst H/F,FR,Emplois Fabrication,126360.0,21624.0,0,"Et si vous rejoigniez le vol à destination de Safran Aircraft Engines ? Safran est un groupe international de haute technologie opérant dans les domaines de l'aéronautique (propulsion, équipements et intérieurs), de l'espace et de la défense. Safran Aicraft Engines est une société du Groupe Safran. Porté par près de 15 000 collaborateurs répartis sur 31 sites dans 9 pays, Safran Aircraft Engines (SAE) est un motoriste aéronautique depuis plus de 110 ans. Nous concevons, développons, produisons …",Onsite,r,486.0,1802.0,73992.0,2025
2025-05-20 06:36:47+00:00,Apprenti Data Analyst H/F,FR,Unknown,,,0,"Vous interviendrez en appui de l'équipe Data sur les missions suivantes : - Collecter, structurer et analyser des données issues de différentes sources (CRM, ERP, plateformes digitales, etc.). - Construire des tableaux de bord et des reportings opérationnels pour les équipes métiers sur Power BI. - Réaliser des analyses ad hoc pour aider à la prise de décision (performance commerciale, analyse client, etc.). - Participer à la fiabilisation et la documentation des flux de données. - Contribuer à…",Onsite,"power bi, r, tableau",,,,2025
2025-05-20 06:36:47+00:00,Alternance - Data Analyst H/F,FR,Unknown,126360.0,21624.0,0,"Pour continuer l'évolution de nos activités, nous recherchons un(e) Data Analyst F/H en alternance pour rejoindre l'équipe d'Excellence Relationnelle. Les missions sont variées, elles consistent notamment à : - Collecter, analyser et croiser diverses sources de données opérationnelles afin d'identifier des tendances et des axes d'amélioration ayant pour finalité d'optimiser les processus internes. - Concevoir des rapports et tableaux de bords automatisés à l'aide d'outils comme Excel et Power B…",Onsite,"excel, r, tableau",486.0,1802.0,73992.0,2025
2025-05-20 06:36:47+00:00,Alternant Data H/F,FR,Emplois Vente,,,0,"Fondé en 1985, Haulotte est un groupe français fort de plus d'un siècle d'expertise dans la conception, l'assemblage et la commercialisation de nacelles élévatrices. Entreprise de Taille Intermédiaire (ETI) à dimension internationale, Haulotte est implanté dans 21 pays et réalise plus de 80 % de son chiffre d'affaires à l'international. Grâce à des produits fiables et de haute qualité, Haulotte se distingue comme un fournisseur de solutions d'élévation sûres, offrant une expérience utilisateur …",Onsite,r,,,,2025
2025-05-20 06:36:46+00:00,Apprenti Fleet Data Analyst - Programme Tp400 H/F,FR,Emplois Fabrication,126360.0,21624.0,0,"Vous êtes prêt-e à décoller avec nous ? Rejoignez l'équipe Safran Aircraft Engines : leader mondial dans la conception, la fabrication et la maintenance de moteurs d'avions civils et militaires. Ensemble, nous façonnons un avenir durable pour l'aviation et permettons à nos clients de voler en toute sécurité. Au sein de la Division des Moteurs Militaires de Safran Aircraft Engines et d'un établissement dynamique à taille humaine, en centre-ville de Bordeaux, la Direction du Support Produit assur…",Onsite,r,486.0,1802.0,73992.0,2025
2025-05-20 06:19:00+00:00,CDD - Chef de Projet Data & Traçabilité Junior H/F,FR,Unknown,,,0,"A pourvoir à partir de juin 2025 jusque fin octobre 2025. Poste basé à Neuilly-sur-Seine. CHANEL L'activité Parfums Beauté affirme sa singularité à travers une promesse : celle de révéler la beauté de chaque femme dans ce qu'elle a de plus singulier à travers son parfum, son maquillage et ses produits de soin. Cette philosophie est largement héritée de Mademoiselle Chanel, qui a toujours oeuvré pour affirmer sa propre indépendance et celle de toutes les femmes. L'équipe Anti-trafic a pour missi…",Onsite,r,,,,2025
2025-05-20 06:19:00+00:00,Analyste Data Réglementaire H/F,FR,Emplois Comptabilité et Finance,,,0,"La Direction IT and Operations Services (IOS) a pour objectif de doter CACIB de la meilleure Plateforme IT et Opérations pour maintenir et renforcer la qualité des services rendus à CACIB et de se préparer aux enjeux de croissance et de transformation digitale de CACIB dans les années futures. Au sein d'IOS, vous intégrerez la Direction OPC (Operations, Premises & Country COOs) qui regroupe : - D'un pôle Opérations : 4 secteurs d'opérationnels dont CMO et un secteur transverse organisation and …",Onsite,r,,,,2025
2025-05-20 06:06:27+00:00,Data Analyst H/F,FR,Emplois Informatique,,,0,"Description du poste : En tant que Data Analyst chez StarClay, vous serez chargé d'interagir avec nos clients sur différents domaines d'interventions stratégiques. Vos missions seront de : - Collecter et manipuler les données à partir de diverses sources. - Réaliser des études statistiques et analytiques. - Construire des requêtes SQL. - Implémenter des tableaux pour visualiser les outils de Data Viz (Power BI). - Valoriser les informations, les restituer et les présenter aux clients. - Accompa…",Onsite,"power bi, r, sql, tableau",,,,2025
2025-05-20 06:06:27+00:00,Data Analyst - Spécialisation Web Analytics H/F,FR,Unknown,,,0,"Oser et créer. Nous recherchons un Data Analyst expérimenté ayant eu une première expérience en Web Analytics. En effet, vous participerez à la collecte, à l'analyse et à la visualisation de données digitales pour aider nos clients à piloter la performance de leurs dispositifs digitaux et à optimiser leurs parcours utilisateurs. Missions Web & Digital Analytics - Réaliser des audits de tracking et analyser les performances digitales - Définir et mettre en oeuvre des plans de marquage adaptés au…",Onsite,r,,,,2025
2025-05-20 06:06:27+00:00,Data Engineer Confirmé Databricks H/F,FR,Unknown,,,0,"Au-delà de la RSE, nous avons développé notre propre approche, RESET, qui englobe l'ensemble de nos engagements en matière de responsabilité économique, sociale, environnementale et technologique, tant au sein de notre collectif que chez nos clients. Onepoint, est une entreprise inclusive, handi accueillante, avec une politique de diversité affirmée et certifiée B Corp. Attention : Ce poste est destiné à des candidats expérimentés (minimum 3 ans d'expérience depuis le diplôme). Votre futur coll…",Onsite,r,,,,2025
2025-05-20 06:06:20+00:00,Consultant Junior Data Analyst - Spécialiste Data Quality et Data Gouvernance H/F,FR,Unknown,,,0,"Et vous, prêts à dire ISayYes à votre futur chez Deloitte ? Quel sera votre rôle dans la TeamDeloitte ? vous interviendrez auprès de nos clients sur les missions suivantes : - Contribuer à la mise en place de stratégie et de politiques de gouvernance des données, y compris l'établissement de normes, de processus et de « Target Operating Models » alignés sur les meilleures pratiques du marché ; - Examiner et comprendre les réglementations et exigences spécifiques liées au secteur banque et assur…",Onsite,r,,,,2025
2025-05-20 05:58:54+00:00,Analyste Programmeur MS Bi H/F,FR,Emplois Autres/Général,,,0,"your job Description du poste : Dans le cadre du développement de nos activités dans le secteur des télécommunications, nous recherchons un Analyste Programmeur MS BI pour intervenir sur des projets stratégiques. Votre mission principale sera partagée entre la réalisation de Proofs of Concept (PoC) pour de nouveaux flux de données et l'assurance du run des outils en production. Activités principales : 1. Réaliser un Proof of Concept (PoC) - Comprendre les besoins fonctionnels en collaboration a…",Onsite,r,,,,2025
2025-05-20 05:58:24+00:00,Data Analyst - Power Bi - SQL - Python - Tableau - Tableau Prep H/F,FR,Unknown,,,0,"Votre future équipe Vous rejoignez l'équipe en charge des projets de transformation digitale sous la supervision de Carole, Responsable d'Activités. Vous intégrerez l'équipe Data afin de valoriser les données via des reportings dynamiques et des analyses prédictives. Vous serez acteur dans l'exploitation des données. Responsabilités : - Collecter, nettoyer et structurer les données issues de différentes sources - Construire et maintenir des dashboards avec Tableau et Power BI - Automatiser les …",Onsite,"power bi, r, tableau",,,,2025
2025-05-20 05:58:24+00:00,Chargé d'Etudes Data - Data Analyst H/F,FR,Unknown,35000.0,40000.0,0,"Vos missions principales consisteront à : Recenser les besoins et récolter les données, permettant la construction d'analyses statistiques qualitatives et quantitatives et de leur évolution, En restituer les résultats par le biais de tableaux de bord ou d'outils d'aide à la prise de décision, Établir des prévisions et préconiser des actions, Réaliser des études statistiques (l'activité commerciale, l'intéressement commercial, la performance des actions commerciales, les challenges, budgétaire, …",Onsite,"r, tableau",35000.0,40000.0,37500.0,2025
2025-05-20 05:58:23+00:00,Data Analyst H/F,FR,Unknown,,,0,"Au sein du Collectif Data de MAIF VIE, vous aurez la charge d'accompagner MAIF VIE dans la mise en oeuvre de sa trajectoire Data, en couvrant les sujets suivants : Analyses des besoins métiers : Instruction, respect des priorités et intervention opérationnelle dans la rédaction des livrables. Assurer le suivi du produit tout au long de son cycle de vie (incidents, demandes d'évolutions) Spécification des exigences : Rédaction des spécifications détaillées en veillant à ce qu'elles répondent aux…",Onsite,r,,,,2025
2025-05-20 05:58:23+00:00,Data Analyst et Responsable Planification Support France H/F,FR,Emplois Fabrication,,,0,"Rattaché aux opérations de Support France, le Data Analyst & Responsable PDP joue un rôle essentiel dans l'optimisation des processus MRO et la gestion des ressources. Ce poste combine l'analyse de données pour améliorer la performance opérationnelle et l'élaboration du Plan Directeur de Production (PDP) pour assurer une charge et une capacité optimales des unités de réparation. Les missions principales attendues sont : Analyse de Données & Automatisation des Processus - Collecter, nettoyer et …",Onsite,r,,,,2025
2025-05-20 05:36:15+00:00,CDI - Digital Analyst & Cro - E-Commerce H/F,FR,Emplois Autres/Général,45000.0,57000.0,0,"Description du poste et des missions En tant que Data Analyst & CRO, vos missions seront les suivantes : 1/ Être garant des KPI clés liés à l'atteinte des performances ecommerce, et digitales avec toutes les parties prenantes (offre Ecommerce, Projets, Animation Commerciale, CRM) - Définir les KPI permettant de suivre l'activité, les métriques et le plan de marquage associé - Définir des Dashboards de suivi des performances, Produire et Analyser les résultats à destination des métiers - Emettre…",Onsite,r,45000.0,57000.0,51000.0,2025
2025-05-20 05:36:14+00:00,Responsable Pricing Strategique & Operations H/F,FR,Unknown,73500.0,73500.0,0,"Rattaché(e) directement à la direction Pricing Groupe, le Responsable Pricing Stratégique et Opérations jouera un rôle clé alliant vision stratégique, structuration opérationnelle, et pilotage de projets transverses à fort impact. Vos principales missions seront : 1. Structuration et excellence opérationnelle - Structurer et faire évoluer les processus et les outils transverses pour renforcer l'efficacité de l'équipe ; - Définir des outils de gouvernance (reporting, indicateurs) pour fiabiliser…",Onsite,"excel, r",73500.0,73500.0,73500.0,2025
2025-05-20 05:02:53+00:00,Data Analyst Supply Chain,FR,Unknown,45000.0,50000.0,0,"La maison Baccarat recrute un(e) Data Analyst Supply Chain Dans un contexte de transformation de la Supply Chain Groupe, ce poste transverse est créé pour renforcer la culture de la performance, structurer les outils de pilotage, fiabiliser la donnée, et accompagner la montée en compétences des équipes opérationnelles. Il joue un rôle central dans l’animation de la performance end-to-end et dans la mise en œuvre du schéma directeur Supply Chain, en apportant une vision consolidée des flux, des …",Onsite,r,45000.0,50000.0,47500.0,2025
2025-05-20 04:59:13+00:00,DATA Analyst H/F,FR,Unknown,,,0,"Passionné(e) par la tech, le numérique et l’innovation ? Rejoignez les 1 800 collaborateurs de Smile , leader européen de l’intégration open source , répartis dans 20 agences à travers 9 pays. L’esprit collaboratif et le partage de connaissances sont au cœur de notre ADN. Nos experts repoussent chaque jour les limites de l’open source pour construire un numérique plus intelligent, performant et responsable. Ici, on ne se contente pas de suivre les tendances, on les crée ! Rejoignez-nous et part…",Onsite,r,,,,2025
2025-05-20 04:59:12+00:00,DATA Analyst H/F,FR,Unknown,,,0,"Passionné(e) par la tech, le numérique et l’innovation ? Rejoignez les 1 800 collaborateurs de Smile , leader européen de l’intégration open source , répartis dans 20 agences à travers 9 pays. L’esprit collaboratif et le partage de connaissances sont au cœur de notre ADN. Nos experts repoussent chaque jour les limites de l’open source pour construire un numérique plus intelligent, performant et responsable. Ici, on ne se contente pas de suivre les tendances, on les crée ! Rejoignez-nous et part…",Onsite,r,,,,2025
2025-05-20 04:11:51+00:00,Data Analyst – Spécialisation Web Analytics,FR,Emplois Informatique,,,0,"Description du poste Description du poste Nous recherchons un Data Analyst expérimenté ayant eu une première expérience en Web Analytics. En effet, vous participerez à la collecte, à l’analyse et à la visualisation de données digitales pour aider nos clients à piloter la performance de leurs dispositifs digitaux et à optimiser leurs parcours utilisateurs. Missions Web & Digital Analytics Réaliser des audits de tracking et analyser les performances digitales Définir et mettre en œuvre des plans …",Onsite,r,,,,2025
2025-05-20 04:11:50+00:00,Data Analyst - SAP BO BI (H/F),FR,Emplois Informatique,,,0,"Description du poste NEXTON recrute un Data Analyst - SAP BO (H/F) , en CDI , à Mougins ! Ton futur environnement de travail : Au sein d'un de nos clients grands comptes, acteur majeur des télécoms, tu accompagnes la transformation digitale en facilitant la restitution et l’analyse des données stratégiques, en lien avec les équipes métiers, les PO, les développeurs et la BI. Tes missions : Participer à l’analyse des besoins métiers et à la formalisation des récits utilisateurs Construire et mai…",Onsite,r,,,,2025
2025-05-20 04:11:49+00:00,Data Analyst - Power BI / SQL / Python / Tableau / Tableau Prep H/F,FR,Emplois Ingénierie,,,0,"Description du poste Votre future équipe Vous rejoignez l'équipe en charge des projets de transformation digitale sous la supervision de Carole, Responsable d'Activités. Vous intégrerez l’équipe Data afin de valoriser les données via des reportings dynamiques et des analyses prédictives. Vous serez acteur dans l’exploitation des données. Responsabilités : Collecter, nettoyer et structurer les données issues de différentes sources Construire et maintenir des dashboards avec Tableau et Power BI A…",Onsite,"power bi, r, tableau",,,,2025
2025-05-20 01:01:25+00:00,DATA ANALYST F/H,FR,Unknown,,,0,"Au sein du Collectif Data de MAIF VIE, vous aurez la charge d'accompagner MAIF VIE dans la mise en œuvre de sa trajectoire Data, en couvrant les sujets suivants : * Analyses des besoins métiers : Instruction, respect des priorités et intervention opérationnelle dans la rédaction des livrables. Assurer le suivi du produit tout au long de son cycle de vie (incidents , demandes d'évolutions) * Spécification des exigences : Rédaction des spécifications détaillées en veillant à ce qu'elles répondent…",Onsite,r,,,,2025
2025-05-20 00:59:47+00:00,Data Analyst,FR,Emplois Informatique,,,0,Notre agence toulousaine recherche un(e) Data Analyst pour intervenir sur un projet stratégique dans le secteur des télécommunications.  Vos missions principales : Analyser et exploiter les données issues des systèmes d'information afin de produire des rapports pertinents pour les équipes métier Construire des tableaux de bord dynamiques et visuels à l'aide de Power BI Participer aux projets d'analyse de données dans un environnement Cloud GCP Collaborer avec les équipes métier et IT pour ident…,Onsite,"power bi, r, tableau",,,,2025
2025-05-20 00:59:46+00:00,H/F Data Analyst Confirmé,FR,Emplois Informatique,,,0,"La société recrutant est une PME à impact qui réinvente la consommation des matières premières pour ses clients industriels. Ses solutions innovantes allient à la fois bénéfices économiques et gains écologiques. Ce que tu rejoins : Une équipe à taille humaine, portée par un directeur de recherche passionné, composée de : - 1 Ingénieur R&D Algorithmique & Logiciel - 2 Data Engineers - 2 Ingénieurs de recherche Contexte & Enjeux : Dans le cadre de la montée en puissance de sa plateforme interne, …",Onsite,r,,,,2025
2025-05-20 00:49:44+00:00,Alternance (Bac 5) - Data Science / Développement — H/F,FR,Emplois Soins de santé et infirmiers,,,0,"Alternance (Bac 5) - Data Science / Développement — H/F Poste rattaché au Service Data Factory & Analytics (Direction Développement et Innovation). Tâches principales : • Compréhension des données médicales : familiarisation avec le modèle de données OSIRIS RWD et les données principales caractérisant un cancer. • Participer, en collaboration avec les 12 CLCC, à l’élaboration d’une définition commune des indicateurs qualité à mettre en place pour chaque variable puis rédiger un document formali…",Onsite,r,,,,2025
