date,job_title,salary_in_usd,work_mode,country,skills
2025,Data Analyst,48776.0,onsite,GB,"['excel', 'r', 'sql']"
2025,Data Analyst,66301.0,onsite,GB,['r']
2025,Data Analyst,97500.0,hybrid,GB,['r']
2025,Data Analyst,40000.0,remote,GB,"['excel', 'r']"
2025,Data Analyst,40000.0,onsite,GB,"['power bi', 'python', 'r']"
2025,Other,60409.0,onsite,GB,"['r', 'sql']"
2025,Other,23889.0,hybrid,GB,['r']
2025,Data Engineer,104000.0,onsite,GB,['r']
2025,Data Analyst,40000.0,onsite,GB,['r']
2025,Data Analyst,77500.0,onsite,GB,['r']
2025,Data Analyst,40000.0,onsite,GB,"['power bi', 'python', 'r']"
2025,Other,27903.0,hybrid,GB,['r']
2025,Other,143000.0,hybrid,GB,['r']
2025,Other,69530.0,onsite,GB,['r']
2025,Data Analyst,42135.0,onsite,GB,['r']
2025,Other,143000.0,hybrid,GB,['r']
2025,Data Analyst,45000.0,hybrid,GB,['r']
2025,Other,18000.0,onsite,GB,"['excel', 'r']"
2025,Data Analyst,185250.0,onsite,GB,"['python', 'r']"
2025,Data Analyst,55000.0,onsite,GB,['r']
2025,Other,70000.0,onsite,GB,['r']
2025,Data Analyst,47840.0,onsite,GB,['r']
2025,Data Analyst,52020.0,onsite,GB,['r']
2025,Data Analyst,47169.0,onsite,GB,"['excel', 'r']"
2025,Data Analyst,45369.0,onsite,GB,['r']
2025,Data Analyst,28000.0,onsite,GB,['r']
2025,Data Analyst,26500.0,onsite,GB,['r']
2025,Data Analyst,28000.0,onsite,GB,['r']
2025,Data Analyst,35000.0,onsite,GB,"['excel', 'r']"
2025,Data Analyst,26500.0,onsite,GB,['r']
2025,Other,34902.0,onsite,GB,"['excel', 'r']"
2025,Data Analyst,39188.0,onsite,GB,"['excel', 'r']"
2025,Other,32710.0,onsite,GB,"['excel', 'r']"
2025,Data Analyst,30500.0,onsite,GB,['r']
2025,Data Engineer,37497.0,onsite,GB,"['excel', 'r']"
2025,Data Analyst,36329.0,onsite,GB,['r']
2025,Other,71000.0,remote,GB,['r']
2025,Data Analyst,80000.0,onsite,GB,"['r', 'tableau']"
2025,Other,55000.0,onsite,GB,['r']
2025,Data Analyst,39879.0,onsite,GB,['r']
2025,Data Analyst,45823.0,hybrid,GB,['r']
2025,Data Analyst,32500.0,hybrid,GB,['r']
2025,Other,62016.0,onsite,GB,['r']
2025,Data Analyst,34209.0,onsite,GB,['r']
2025,Data Analyst,58435.0,onsite,GB,['r']
2025,Other,52000.0,hybrid,GB,['r']
2025,Data Analyst,48349.0,hybrid,GB,['r']
2025,Data Analyst,21842.0,onsite,GB,['r']
2025,Other,45453.0,hybrid,GB,['r']
2025,Data Analyst,60899.0,onsite,GB,['r']
2025,Other,49868.0,onsite,GB,['r']
2025,Data Analyst,32500.0,onsite,GB,['r']
2025,Other,45702.0,hybrid,GB,['r']
2025,Data Analyst,48280.0,onsite,GB,['r']
2025,Other,71921.0,hybrid,GB,['r']
2025,Data Analyst,51960.0,onsite,GB,['r']
2025,Data Analyst,74734.0,onsite,GB,['r']
2025,Data Engineer,74221.0,hybrid,GB,['r']
2025,Other,40976.0,onsite,GB,['r']
2025,Data Analyst,39026.0,onsite,GB,['r']
2025,Other,18000.0,onsite,GB,"['excel', 'r']"
2025,Data Analyst,45000.0,hybrid,GB,['r']
2025,Data Analyst,45340.0,onsite,GB,['r']
2025,Data Analyst,37225.0,remote,GB,['r']
2025,Data Analyst,40234.0,remote,GB,['r']
2025,Data Analyst,36723.0,remote,GB,['r']
2025,Data Analyst,60353.0,onsite,GB,['r']
2025,Data Analyst,26000.0,onsite,GB,['r']
2025,Other,39565.0,onsite,GB,['r']
2025,Data Analyst,26000.0,onsite,GB,['r']
2025,Data Analyst,50000.0,onsite,GB,['r']
2025,Data Analyst,53004.0,onsite,GB,['r']
2025,Data Analyst,28000.0,onsite,GB,['r']
2025,Other,48847.0,onsite,GB,['r']
2025,Other,62020.0,onsite,GB,['r']
2025,Other,115050.0,onsite,GB,['r']
2025,Data Analyst,33977.0,onsite,GB,['r']
2025,Data Analyst,36398.0,onsite,GB,['r']
2025,Data Analyst,45665.0,onsite,GB,['r']
2025,Other,42460.0,onsite,GB,['r']
2025,Data Analyst,37116.0,onsite,GB,['r']
2025,Other,58027.0,onsite,GB,['r']
2025,Data Engineer,47124.0,onsite,GB,['r']
2025,Data Engineer,44993.0,onsite,GB,['r']
2025,Data Analyst,67149.0,onsite,GB,"['machine learning', 'r']"
2025,Data Analyst,26000.0,onsite,GB,['r']
2025,Data Analyst,37476.0,remote,GB,['r']
2025,Data Analyst,40684.0,remote,GB,['r']
2025,Data Analyst,37636.0,remote,GB,['r']
2025,Data Analyst,39402.0,onsite,GB,"['excel', 'r']"
2025,Data Analyst,37553.0,onsite,GB,['r']
2025,Other,46339.0,onsite,GB,['r']
2025,Other,47857.0,onsite,GB,['r']
2025,Other,44535.0,hybrid,GB,['r']
2025,Data Analyst,43008.0,onsite,GB,['r']
2025,Data Analyst,50000.0,hybrid,GB,['r']
2025,Data Analyst,35066.0,onsite,GB,['r']
2025,Other,50278.0,onsite,GB,['r']
2025,Data Analyst,41754.0,onsite,GB,['r']
2025,Other,49772.0,onsite,GB,['r']
2025,Data Scientist,42917.0,onsite,GB,['r']
2025,Other,94560.0,onsite,GB,['r']
2025,Data Engineer,46104.0,onsite,GB,"['python', 'r', 'sql']"
2025,Other,48739.0,onsite,GB,['r']
2025,Data Analyst,42549.0,onsite,GB,['r']
2025,Data Analyst,48669.0,onsite,GB,['r']
2025,Data Analyst,37114.0,onsite,GB,['r']
2025,Data Analyst,36050.0,onsite,GB,['r']
2025,Data Analyst,46425.0,onsite,GB,['r']
2025,Other,51138.0,onsite,GB,['r']
2025,Data Analyst,61546.0,onsite,GB,['r']
2025,Data Analyst,45000.0,onsite,GB,['r']
2025,Other,55000.0,onsite,GB,['r']
2025,Data Analyst,37500.0,onsite,GB,['r']
2025,Data Analyst,51433.0,onsite,GB,['r']
2025,Data Analyst,43953.0,hybrid,GB,['r']
2025,Data Analyst,32592.0,hybrid,GB,"['excel', 'r']"
2025,Data Analyst,33591.0,onsite,GB,['r']
2025,Machine Learning,75345.0,onsite,GB,"['excel', 'r']"
2025,Data Analyst,47500.0,onsite,GB,['r']
2025,Data Analyst,36028.0,onsite,GB,['r']
2025,Data Analyst,45352.0,onsite,GB,['r']
2025,Other,39945.0,onsite,GB,['r']
2025,Other,41029.0,onsite,GB,['r']
2025,Other,50430.0,hybrid,GB,['r']
2025,Data Analyst,39096.0,onsite,GB,['r']
2025,Data Analyst,33151.0,onsite,GB,['r']
2025,Data Analyst,50000.0,onsite,GB,['r']
2025,Data Analyst,35000.0,remote,GB,['r']
2025,Data Analyst,53770.0,onsite,GB,['r']
2025,Data Analyst,55000.0,onsite,GB,['r']
2025,Other,76821.0,onsite,GB,['r']
2025,Other,77266.0,onsite,GB,['r']
2025,Data Scientist,49210.0,onsite,GB,['r']
2025,Data Analyst,39392.0,onsite,GB,['r']
2025,Other,69371.0,onsite,GB,['r']
2025,Data Analyst,48307.0,onsite,GB,['r']
2025,Other,44058.0,onsite,GB,['r']
2025,Data Scientist,44361.0,onsite,GB,['r']
2025,Data Engineer,62700.0,onsite,GB,['r']
2025,Data Analyst,48667.0,onsite,GB,['r']
2025,Other,39904.0,onsite,GB,['r']
2025,Other,37136.0,onsite,GB,['r']
2025,Other,64335.0,onsite,GB,"['aws', 'r']"
2025,Data Analyst,52762.0,onsite,GB,['r']
2025,Data Analyst,32115.0,onsite,GB,['r']
2025,Data Analyst,54437.0,onsite,GB,['r']
2025,Data Analyst,49774.0,onsite,GB,['r']
2025,Data Analyst,20523.0,onsite,GB,['r']
2025,Data Engineer,40925.0,onsite,GB,"['python', 'r', 'sql']"
2025,Data Analyst,36215.0,onsite,GB,['r']
2025,Data Analyst,36630.0,onsite,GB,['r']
2025,Data Analyst,36866.0,onsite,GB,['r']
2025,Data Analyst,38231.0,onsite,GB,['r']
2025,Data Analyst,37049.0,onsite,GB,['r']
2025,Data Analyst,50000.0,hybrid,GB,['r']
2025,Data Analyst,85000.0,onsite,GB,['r']
2025,Other,54600.0,onsite,GB,['r']
2025,Other,70000.0,onsite,GB,['r']
2025,Data Analyst,101857.0,onsite,GB,['r']
2025,Other,83848.0,hybrid,GB,['r']
2025,Data Analyst,25000.0,hybrid,GB,['r']
2025,Data Analyst,40020.0,remote,GB,['r']
2025,Data Scientist,48043.0,onsite,GB,['r']
2025,Data Analyst,55000.0,onsite,GB,"['excel', 'power bi', 'python', 'r', 'spark', 'sql']"
2025,Data Analyst,45000.0,remote,GB,['r']
2025,Data Engineer,70000.0,onsite,GB,['r']
2025,Data Analyst,35000.0,hybrid,GB,['r']
2025,Data Analyst,85000.0,onsite,GB,['r']
2025,Data Analyst,32755.0,onsite,GB,['r']
2025,Data Engineer,75000.0,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,"['excel', 'r']"
2025,Other,,onsite,NL,['r']
2025,Data Analyst,,onsite,NL,['r']
2025,Other,,hybrid,NL,['r']
2025,Data Engineer,,onsite,NL,['r']
2025,Data Scientist,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Data Analyst,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,"['azure', 'r']"
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Data Analyst,,onsite,NL,"['excel', 'r']"
2025,Other,53334.0,onsite,NL,['r']
2025,Data Analyst,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Data Analyst,,onsite,NL,['r']
2025,Data Analyst,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Data Engineer,,onsite,NL,['r']
2025,Other,78000.0,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,hybrid,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Data Analyst,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Data Analyst,,onsite,NL,['r']
2025,Other,,onsite,NL,"['azure', 'r']"
2025,Data Analyst,,onsite,NL,['r']
2025,Data Analyst,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,"['aws', 'r']"
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,106200.0,hybrid,NL,['r']
2025,Data Analyst,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Data Analyst,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Data Analyst,,onsite,NL,['r']
2025,Data Engineer,,onsite,NL,"['machine learning', 'r']"
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,"['excel', 'r']"
2025,Other,37200.0,onsite,NL,['r']
2025,Other,48620.0,onsite,NL,['r']
2025,Other,48620.0,onsite,NL,['r']
2025,Other,48620.0,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,173000.0,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Data Analyst,,hybrid,NL,"['power bi', 'r']"
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,"['power bi', 'r']"
2025,Data Engineer,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Data Scientist,,onsite,NL,['r']
2025,Data Analyst,,hybrid,NL,['r']
2025,Data Engineer,,onsite,NL,['r']
2025,Other,57288.0,onsite,NL,['r']
2025,Data Scientist,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Data Scientist,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Data Analyst,,onsite,NL,['r']
2025,Data Engineer,,onsite,NL,"['azure', 'power bi', 'python', 'r', 'sql']"
2025,Data Engineer,,onsite,NL,['r']
2025,Data Analyst,,onsite,NL,['r']
2025,Other,,hybrid,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Data Analyst,,onsite,NL,['r']
2025,Data Analyst,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Data Analyst,,hybrid,NL,"['power bi', 'r']"
2025,Data Analyst,72500.0,hybrid,NL,"['power bi', 'r']"
2025,Other,,onsite,NL,['r']
2025,Other,42000.0,onsite,NL,['r']
2025,Data Analyst,,onsite,NL,"['azure', 'r']"
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Data Analyst,,onsite,NL,"['azure', 'python', 'r', 'sql']"
2025,Other,,onsite,NL,"['r', 'sql', 'tableau']"
2025,Data Analyst,,hybrid,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,48000.0,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,remote,NL,['r']
2025,Data Analyst,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Data Analyst,,onsite,NL,['r']
2025,Data Analyst,,onsite,NL,['r']
2025,Other,78000.0,onsite,NL,"['azure', 'r']"
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Data Analyst,,onsite,NL,['r']
2025,Data Engineer,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,hybrid,NL,['r']
2025,Data Analyst,,onsite,NL,"['r', 'sql', 'tableau']"
2025,Other,,onsite,NL,"['power bi', 'r']"
2025,Other,,onsite,NL,['r']
2025,Other,66246.0,hybrid,NL,['r']
2025,Other,,onsite,NL,"['power bi', 'r']"
2025,Other,,onsite,NL,['r']
2025,Data Analyst,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Data Scientist,,onsite,NL,"['machine learning', 'r']"
2025,Other,,onsite,NL,['r']
2025,Other,67710.0,onsite,NL,['r']
2025,Data Scientist,,onsite,NL,['r']
2025,Other,48000.0,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Data Engineer,,onsite,NL,['r']
2025,Other,,onsite,NL,"['r', 'sql']"
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Data Engineer,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Data Analyst,,onsite,NL,"['r', 'sql']"
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Data Engineer,,onsite,NL,['r']
2025,Data Engineer,44130.0,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Data Analyst,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,66792.0,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,45000.0,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Data Analyst,,onsite,NL,['r']
2025,Data Analyst,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,"['excel', 'r']"
2025,Other,,onsite,NL,"['excel', 'r']"
2025,Other,,onsite,NL,"['excel', 'r']"
2025,Other,,onsite,NL,"['excel', 'r']"
2025,Other,,onsite,NL,"['excel', 'r']"
2025,Other,,onsite,NL,"['excel', 'r']"
2025,Other,,onsite,NL,"['excel', 'r']"
2025,Data Engineer,,onsite,NL,['r']
2025,Data Analyst,173160.0,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Data Analyst,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Data Analyst,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Other,,onsite,NL,['r']
2025,Data Analyst,,onsite,DE,['r']
2025,Data Analyst,,onsite,DE,['r']
2025,Other,,onsite,DE,['r']
2025,Data Analyst,,onsite,DE,['r']
2025,Other,,onsite,DE,['r']
2025,Other,,onsite,DE,['r']
2025,Data Analyst,,onsite,DE,['r']
2025,Data Analyst,,onsite,DE,['r']
2025,Data Analyst,,onsite,DE,['r']
2025,Other,,onsite,DE,['r']
2025,Other,,onsite,DE,['r']
2025,Data Scientist,,onsite,DE,['r']
2025,Other,,onsite,DE,['r']
2025,Data Engineer,,onsite,DE,['r']
2025,Data Engineer,,onsite,DE,['r']
2025,Data Analyst,,onsite,DE,['r']
2025,Other,,onsite,DE,['r']
2025,Other,,onsite,DE,['r']
2025,Data Analyst,,onsite,DE,['r']
2025,Data Analyst,,onsite,DE,['r']
2025,Other,,onsite,DE,['r']
2025,Data Analyst,,onsite,DE,['r']
2025,Data Analyst,,onsite,DE,['r']
2025,Data Analyst,,onsite,DE,['r']
2025,Data Analyst,,onsite,DE,['r']
2025,Data Analyst,,onsite,DE,"['r', 'spark']"
2025,Data Analyst,,onsite,DE,"['r', 'spark']"
2025,Data Analyst,,onsite,DE,['r']
2025,Other,,onsite,DE,['r']
2025,Other,,onsite,DE,['r']
2025,Data Analyst,,onsite,DE,['r']
2025,Data Analyst,,onsite,DE,['r']
2025,Data Analyst,,onsite,DE,['r']
2025,Data Analyst,,onsite,DE,['r']
2025,Other,75000.0,onsite,DE,"['power bi', 'python', 'r', 'sql', 'tableau']"
2025,Data Analyst,52500.0,onsite,DE,"['r', 'tableau']"
2025,Other,,onsite,DE,['r']
2025,Data Analyst,,onsite,DE,['r']
2025,Data Engineer,,onsite,DE,['r']
2025,Other,87500.0,onsite,DE,['r']
2025,Data Analyst,,onsite,DE,['r']
2025,Other,,onsite,DE,['r']
2025,Other,,onsite,DE,['r']
2025,Data Analyst,,onsite,DE,['r']
2025,Other,102500.0,onsite,DE,['r']
2025,Data Scientist,,onsite,DE,['r']
2025,Data Analyst,,onsite,DE,['r']
2025,Data Analyst,,onsite,DE,['r']
2025,Data Analyst,,onsite,DE,['r']
2025,Other,,onsite,DE,['r']
2025,Data Analyst,,onsite,DE,['r']
2025,Data Analyst,,onsite,DE,['r']
2025,Other,,onsite,DE,['r']
2025,Data Analyst,,onsite,DE,['r']
2025,Data Analyst,,onsite,DE,['r']
2025,Data Analyst,,onsite,DE,['r']
2025,Data Analyst,,onsite,DE,['r']
2025,Data Analyst,,onsite,DE,['r']
2025,Data Analyst,,onsite,DE,['r']
2025,Data Scientist,,onsite,DE,['r']
2025,Other,,onsite,DE,"['excel', 'r']"
2025,Data Analyst,,onsite,DE,['r']
2025,Data Analyst,27950.0,onsite,DE,['r']
2025,Data Scientist,,onsite,DE,['r']
2025,Data Analyst,,onsite,DE,['r']
2025,Data Engineer,,onsite,DE,"['power bi', 'python', 'r', 'spark', 'sql']"
2025,Data Analyst,,onsite,DE,['r']
2025,Other,,onsite,DE,['r']
2025,Data Analyst,,onsite,DE,['r']
2025,Other,,onsite,DE,['r']
2025,Data Engineer,,onsite,DE,['r']
2025,Data Analyst,,onsite,DE,['r']
2025,Other,,onsite,DE,['r']
2025,Data Analyst,,onsite,DE,['r']
2025,Data Analyst,,onsite,DE,['r']
2025,Data Analyst,,onsite,DE,['r']
2025,Data Analyst,,onsite,DE,['r']
2025,Data Analyst,,onsite,DE,['r']
2025,Other,,onsite,DE,['r']
2025,Data Analyst,,onsite,DE,"['r', 'spark']"
2025,Data Analyst,,onsite,DE,"['r', 'spark']"
2025,Data Analyst,,onsite,DE,"['r', 'spark']"
2025,Data Engineer,,onsite,DE,"['azure', 'r']"
2025,Data Engineer,,onsite,DE,"['azure', 'r']"
2025,Data Engineer,,onsite,DE,"['azure', 'r']"
2025,Data Engineer,,onsite,DE,"['azure', 'r']"
2025,Data Engineer,,onsite,DE,"['azure', 'r']"
2025,Data Engineer,,onsite,DE,"['azure', 'r']"
2025,Other,,onsite,DE,['r']
2025,Data Analyst,,onsite,DE,"['r', 'sql', 'tableau']"
2025,Data Analyst,,onsite,DE,['r']
2025,Data Analyst,142480.0,onsite,DE,['r']
2025,Data Analyst,,onsite,DE,['r']
2025,Data Analyst,,onsite,DE,['r']
2025,Other,,onsite,DE,['r']
2025,Data Analyst,,onsite,DE,['r']
2025,Other,75000.0,onsite,DE,['r']
2025,Other,,onsite,DE,['r']
2025,Data Analyst,,onsite,DE,['r']
2025,Other,,onsite,DE,['r']
2025,Data Analyst,,onsite,DE,['r']
2025,Other,,onsite,DE,['r']
2025,Data Analyst,,onsite,DE,['r']
2025,Data Analyst,,onsite,DE,['r']
