date,company,job_title,location,skills,salary_min,salary_max,work_year,experience_level,employment_type,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2025-05-15 10:00:03+00:00,Notabene,data engineer,,"['frontend', 'design', 'crypto', 'cryptocurrency', 'system', 'front-end', 'security', 'full-stack', 'technical', 'support', 'software', 'growth', 'code', 'web', 'manager', 'financial', 'fintech', 'typescript', 'lead', 'junior', 'reliability', 'engineer', 'engineering', 'digital nomad']",70000,110000,2021,MI,FT,81000,EUR,95746,DE,100,US,S
2025-05-15 10:00:03+00:00,Notabene,data engineer,,"['frontend', 'design', 'crypto', 'cryptocurrency', 'system', 'front-end', 'security', 'full-stack', 'technical', 'support', 'software', 'growth', 'code', 'web', 'manager', 'financial', 'fintech', 'typescript', 'lead', 'junior', 'reliability', 'engineer', 'engineering', 'digital nomad']",70000,110000,2021,SE,FT,150000,USD,150000,US,100,US,L
2025-05-15 10:00:03+00:00,Notabene,data engineer,,"['frontend', 'design', 'crypto', 'cryptocurrency', 'system', 'front-end', 'security', 'full-stack', 'technical', 'support', 'software', 'growth', 'code', 'web', 'manager', 'financial', 'fintech', 'typescript', 'lead', 'junior', 'reliability', 'engineer', 'engineering', 'digital nomad']",70000,110000,2021,SE,FT,115000,USD,115000,US,100,US,S
2025-05-15 10:00:03+00:00,Notabene,data engineer,,"['frontend', 'design', 'crypto', 'cryptocurrency', 'system', 'front-end', 'security', 'full-stack', 'technical', 'support', 'software', 'growth', 'code', 'web', 'manager', 'financial', 'fintech', 'typescript', 'lead', 'junior', 'reliability', 'engineer', 'engineering', 'digital nomad']",70000,110000,2021,SE,FT,150000,USD,150000,US,100,US,M
2025-05-15 10:00:03+00:00,Notabene,data engineer,,"['frontend', 'design', 'crypto', 'cryptocurrency', 'system', 'front-end', 'security', 'full-stack', 'technical', 'support', 'software', 'growth', 'code', 'web', 'manager', 'financial', 'fintech', 'typescript', 'lead', 'junior', 'reliability', 'engineer', 'engineering', 'digital nomad']",70000,110000,2021,EN,FT,2250000,INR,30428,IN,100,IN,L
2025-05-15 10:00:03+00:00,Notabene,data engineer,,"['frontend', 'design', 'crypto', 'cryptocurrency', 'system', 'front-end', 'security', 'full-stack', 'technical', 'support', 'software', 'growth', 'code', 'web', 'manager', 'financial', 'fintech', 'typescript', 'lead', 'junior', 'reliability', 'engineer', 'engineering', 'digital nomad']",70000,110000,2021,SE,FT,82500,GBP,113476,GB,100,GB,M
2025-05-15 10:00:03+00:00,Notabene,data engineer,,"['frontend', 'design', 'crypto', 'cryptocurrency', 'system', 'front-end', 'security', 'full-stack', 'technical', 'support', 'software', 'growth', 'code', 'web', 'manager', 'financial', 'fintech', 'typescript', 'lead', 'junior', 'reliability', 'engineer', 'engineering', 'digital nomad']",70000,110000,2021,SE,FT,75000,GBP,103160,GB,100,GB,S
2025-05-15 10:00:03+00:00,Notabene,data engineer,,"['frontend', 'design', 'crypto', 'cryptocurrency', 'system', 'front-end', 'security', 'full-stack', 'technical', 'support', 'software', 'growth', 'code', 'web', 'manager', 'financial', 'fintech', 'typescript', 'lead', 'junior', 'reliability', 'engineer', 'engineering', 'digital nomad']",70000,110000,2021,MI,FT,38400,EUR,45391,NL,100,NL,L
2025-05-15 10:00:03+00:00,Notabene,data engineer,,"['frontend', 'design', 'crypto', 'cryptocurrency', 'system', 'front-end', 'security', 'full-stack', 'technical', 'support', 'software', 'growth', 'code', 'web', 'manager', 'financial', 'fintech', 'typescript', 'lead', 'junior', 'reliability', 'engineer', 'engineering', 'digital nomad']",70000,110000,2021,MI,FT,34000,EUR,40189,GR,100,GR,M
2025-05-15 10:00:03+00:00,Notabene,data engineer,,"['frontend', 'design', 'crypto', 'cryptocurrency', 'system', 'front-end', 'security', 'full-stack', 'technical', 'support', 'software', 'growth', 'code', 'web', 'manager', 'financial', 'fintech', 'typescript', 'lead', 'junior', 'reliability', 'engineer', 'engineering', 'digital nomad']",70000,110000,2021,MI,FT,200000,USD,200000,US,100,US,L
2025-05-15 10:00:03+00:00,Notabene,data engineer,,"['frontend', 'design', 'crypto', 'cryptocurrency', 'system', 'front-end', 'security', 'full-stack', 'technical', 'support', 'software', 'growth', 'code', 'web', 'manager', 'financial', 'fintech', 'typescript', 'lead', 'junior', 'reliability', 'engineer', 'engineering', 'digital nomad']",70000,110000,2021,MI,FT,60000,USD,60000,ES,50,RO,M
2025-05-15 10:00:03+00:00,Notabene,data engineer,,"['frontend', 'design', 'crypto', 'cryptocurrency', 'system', 'front-end', 'security', 'full-stack', 'technical', 'support', 'software', 'growth', 'code', 'web', 'manager', 'financial', 'fintech', 'typescript', 'lead', 'junior', 'reliability', 'engineer', 'engineering', 'digital nomad']",70000,110000,2021,SE,FT,200000,USD,200000,US,100,US,M
2025-05-15 10:00:03+00:00,Notabene,data engineer,,"['frontend', 'design', 'crypto', 'cryptocurrency', 'system', 'front-end', 'security', 'full-stack', 'technical', 'support', 'software', 'growth', 'code', 'web', 'manager', 'financial', 'fintech', 'typescript', 'lead', 'junior', 'reliability', 'engineer', 'engineering', 'digital nomad']",70000,110000,2021,SE,FT,24000,USD,24000,BR,100,BR,M
2025-05-15 10:00:03+00:00,Notabene,data engineer,,"['frontend', 'design', 'crypto', 'cryptocurrency', 'system', 'front-end', 'security', 'full-stack', 'technical', 'support', 'software', 'growth', 'code', 'web', 'manager', 'financial', 'fintech', 'typescript', 'lead', 'junior', 'reliability', 'engineer', 'engineering', 'digital nomad']",70000,110000,2021,MI,FT,7000000,JPY,63711,JP,50,JP,S
2025-05-15 10:00:03+00:00,Notabene,data engineer,,"['frontend', 'design', 'crypto', 'cryptocurrency', 'system', 'front-end', 'security', 'full-stack', 'technical', 'support', 'software', 'growth', 'code', 'web', 'manager', 'financial', 'fintech', 'typescript', 'lead', 'junior', 'reliability', 'engineer', 'engineering', 'digital nomad']",70000,110000,2021,MI,FT,8500000,JPY,77364,JP,50,JP,S
2025-05-15 10:00:03+00:00,Notabene,data engineer,,"['frontend', 'design', 'crypto', 'cryptocurrency', 'system', 'front-end', 'security', 'full-stack', 'technical', 'support', 'software', 'growth', 'code', 'web', 'manager', 'financial', 'fintech', 'typescript', 'lead', 'junior', 'reliability', 'engineer', 'engineering', 'digital nomad']",70000,110000,2021,SE,FT,150000,USD,150000,US,0,US,L
2025-05-15 10:00:03+00:00,Notabene,data engineer,,"['frontend', 'design', 'crypto', 'cryptocurrency', 'system', 'front-end', 'security', 'full-stack', 'technical', 'support', 'software', 'growth', 'code', 'web', 'manager', 'financial', 'fintech', 'typescript', 'lead', 'junior', 'reliability', 'engineer', 'engineering', 'digital nomad']",70000,110000,2021,MI,FT,100000,USD,100000,US,100,US,L
2025-05-15 10:00:03+00:00,Notabene,data engineer,,"['frontend', 'design', 'crypto', 'cryptocurrency', 'system', 'front-end', 'security', 'full-stack', 'technical', 'support', 'software', 'growth', 'code', 'web', 'manager', 'financial', 'fintech', 'typescript', 'lead', 'junior', 'reliability', 'engineer', 'engineering', 'digital nomad']",70000,110000,2021,MI,FT,90000,USD,90000,US,100,US,L
2025-05-15 10:00:03+00:00,Notabene,data engineer,,"['frontend', 'design', 'crypto', 'cryptocurrency', 'system', 'front-end', 'security', 'full-stack', 'technical', 'support', 'software', 'growth', 'code', 'web', 'manager', 'financial', 'fintech', 'typescript', 'lead', 'junior', 'reliability', 'engineer', 'engineering', 'digital nomad']",70000,110000,2021,SE,FT,153000,USD,153000,US,100,US,L
2025-05-15 10:00:03+00:00,Notabene,data engineer,,"['frontend', 'design', 'crypto', 'cryptocurrency', 'system', 'front-end', 'security', 'full-stack', 'technical', 'support', 'software', 'growth', 'code', 'web', 'manager', 'financial', 'fintech', 'typescript', 'lead', 'junior', 'reliability', 'engineer', 'engineering', 'digital nomad']",70000,110000,2021,SE,FT,160000,USD,160000,BR,100,US,S
2025-05-15 10:00:03+00:00,Notabene,data engineer,,"['frontend', 'design', 'crypto', 'cryptocurrency', 'system', 'front-end', 'security', 'full-stack', 'technical', 'support', 'software', 'growth', 'code', 'web', 'manager', 'financial', 'fintech', 'typescript', 'lead', 'junior', 'reliability', 'engineer', 'engineering', 'digital nomad']",70000,110000,2021,SE,FT,159500,CAD,127221,CA,50,CA,L
2025-05-15 10:00:03+00:00,Notabene,data engineer,,"['frontend', 'design', 'crypto', 'cryptocurrency', 'system', 'front-end', 'security', 'full-stack', 'technical', 'support', 'software', 'growth', 'code', 'web', 'manager', 'financial', 'fintech', 'typescript', 'lead', 'junior', 'reliability', 'engineer', 'engineering', 'digital nomad']",70000,110000,2021,MI,FT,24000,EUR,28369,MT,50,MT,L
2025-05-15 10:00:03+00:00,Notabene,data engineer,,"['frontend', 'design', 'crypto', 'cryptocurrency', 'system', 'front-end', 'security', 'full-stack', 'technical', 'support', 'software', 'growth', 'code', 'web', 'manager', 'financial', 'fintech', 'typescript', 'lead', 'junior', 'reliability', 'engineer', 'engineering', 'digital nomad']",70000,110000,2021,EN,FT,80000,USD,80000,US,100,US,L
2025-05-15 10:00:03+00:00,Notabene,data engineer,,"['frontend', 'design', 'crypto', 'cryptocurrency', 'system', 'front-end', 'security', 'full-stack', 'technical', 'support', 'software', 'growth', 'code', 'web', 'manager', 'financial', 'fintech', 'typescript', 'lead', 'junior', 'reliability', 'engineer', 'engineering', 'digital nomad']",70000,110000,2021,MI,FT,150000,USD,150000,US,100,US,L
2025-05-15 10:00:03+00:00,Notabene,data engineer,,"['frontend', 'design', 'crypto', 'cryptocurrency', 'system', 'front-end', 'security', 'full-stack', 'technical', 'support', 'software', 'growth', 'code', 'web', 'manager', 'financial', 'fintech', 'typescript', 'lead', 'junior', 'reliability', 'engineer', 'engineering', 'digital nomad']",70000,110000,2021,MI,FT,170000,USD,170000,US,100,US,L
2025-05-15 10:00:03+00:00,Notabene,data engineer,,"['frontend', 'design', 'crypto', 'cryptocurrency', 'system', 'front-end', 'security', 'full-stack', 'technical', 'support', 'software', 'growth', 'code', 'web', 'manager', 'financial', 'fintech', 'typescript', 'lead', 'junior', 'reliability', 'engineer', 'engineering', 'digital nomad']",70000,110000,2021,MI,FT,60000,GBP,82528,GB,100,GB,L
2025-05-15 10:00:03+00:00,Notabene,data engineer,,"['frontend', 'design', 'crypto', 'cryptocurrency', 'system', 'front-end', 'security', 'full-stack', 'technical', 'support', 'software', 'growth', 'code', 'web', 'manager', 'financial', 'fintech', 'typescript', 'lead', 'junior', 'reliability', 'engineer', 'engineering', 'digital nomad']",70000,110000,2021,SE,FT,174000,USD,174000,US,100,US,L
2025-05-15 10:00:03+00:00,Notabene,data engineer,,"['frontend', 'design', 'crypto', 'cryptocurrency', 'system', 'front-end', 'security', 'full-stack', 'technical', 'support', 'software', 'growth', 'code', 'web', 'manager', 'financial', 'fintech', 'typescript', 'lead', 'junior', 'reliability', 'engineer', 'engineering', 'digital nomad']",70000,110000,2021,MI,FT,1672000,INR,22611,IN,0,IN,L
2025-05-15 10:00:03+00:00,Notabene,data engineer,,"['frontend', 'design', 'crypto', 'cryptocurrency', 'system', 'front-end', 'security', 'full-stack', 'technical', 'support', 'software', 'growth', 'code', 'web', 'manager', 'financial', 'fintech', 'typescript', 'lead', 'junior', 'reliability', 'engineer', 'engineering', 'digital nomad']",70000,110000,2021,MI,FT,22000,EUR,26005,RO,0,US,L
2025-05-15 10:00:03+00:00,Notabene,data engineer,,"['frontend', 'design', 'crypto', 'cryptocurrency', 'system', 'front-end', 'security', 'full-stack', 'technical', 'support', 'software', 'growth', 'code', 'web', 'manager', 'financial', 'fintech', 'typescript', 'lead', 'junior', 'reliability', 'engineer', 'engineering', 'digital nomad']",70000,110000,2021,MI,FT,4000,USD,4000,IR,100,IR,M
2025-05-15 10:00:03+00:00,Notabene,data engineer,,"['frontend', 'design', 'crypto', 'cryptocurrency', 'system', 'front-end', 'security', 'full-stack', 'technical', 'support', 'software', 'growth', 'code', 'web', 'manager', 'financial', 'fintech', 'typescript', 'lead', 'junior', 'reliability', 'engineer', 'engineering', 'digital nomad']",70000,110000,2021,SE,FT,65000,EUR,76833,RO,50,GB,S
2025-05-15 10:00:03+00:00,Notabene,data engineer,,"['frontend', 'design', 'crypto', 'cryptocurrency', 'system', 'front-end', 'security', 'full-stack', 'technical', 'support', 'software', 'growth', 'code', 'web', 'manager', 'financial', 'fintech', 'typescript', 'lead', 'junior', 'reliability', 'engineer', 'engineering', 'digital nomad']",70000,110000,2021,MI,FT,18000,USD,18000,MD,0,MD,S
2025-05-15 10:00:03+00:00,Notabene,data engineer,,"['frontend', 'design', 'crypto', 'cryptocurrency', 'system', 'front-end', 'security', 'full-stack', 'technical', 'support', 'software', 'growth', 'code', 'web', 'manager', 'financial', 'fintech', 'typescript', 'lead', 'junior', 'reliability', 'engineer', 'engineering', 'digital nomad']",70000,110000,2021,SE,FT,165000,USD,165000,US,0,US,M
2025-05-15 10:00:03+00:00,Notabene,data engineer,,"['frontend', 'design', 'crypto', 'cryptocurrency', 'system', 'front-end', 'security', 'full-stack', 'technical', 'support', 'software', 'growth', 'code', 'web', 'manager', 'financial', 'fintech', 'typescript', 'lead', 'junior', 'reliability', 'engineer', 'engineering', 'digital nomad']",70000,110000,2021,MI,FL,20000,USD,20000,IT,0,US,L
2025-05-15 10:00:03+00:00,Notabene,data engineer,,"['frontend', 'design', 'crypto', 'cryptocurrency', 'system', 'front-end', 'security', 'full-stack', 'technical', 'support', 'software', 'growth', 'code', 'web', 'manager', 'financial', 'fintech', 'typescript', 'lead', 'junior', 'reliability', 'engineer', 'engineering', 'digital nomad']",70000,110000,2021,MI,FT,48000,GBP,66022,HK,50,GB,S
2025-05-15 10:00:03+00:00,Notabene,data engineer,,"['frontend', 'design', 'crypto', 'cryptocurrency', 'system', 'front-end', 'security', 'full-stack', 'technical', 'support', 'software', 'growth', 'code', 'web', 'manager', 'financial', 'fintech', 'typescript', 'lead', 'junior', 'reliability', 'engineer', 'engineering', 'digital nomad']",70000,110000,2021,EN,FT,435000,INR,5882,IN,0,CH,L
2025-05-15 10:00:03+00:00,Notabene,data engineer,,"['frontend', 'design', 'crypto', 'cryptocurrency', 'system', 'front-end', 'security', 'full-stack', 'technical', 'support', 'software', 'growth', 'code', 'web', 'manager', 'financial', 'fintech', 'typescript', 'lead', 'junior', 'reliability', 'engineer', 'engineering', 'digital nomad']",70000,110000,2021,SE,FT,185000,USD,185000,US,100,US,L
2025-05-15 10:00:03+00:00,Notabene,data engineer,,"['frontend', 'design', 'crypto', 'cryptocurrency', 'system', 'front-end', 'security', 'full-stack', 'technical', 'support', 'software', 'growth', 'code', 'web', 'manager', 'financial', 'fintech', 'typescript', 'lead', 'junior', 'reliability', 'engineer', 'engineering', 'digital nomad']",70000,110000,2021,EN,PT,180000,DKK,28609,DK,50,DK,S
2025-05-15 10:00:03+00:00,Notabene,data engineer,,"['frontend', 'design', 'crypto', 'cryptocurrency', 'system', 'front-end', 'security', 'full-stack', 'technical', 'support', 'software', 'growth', 'code', 'web', 'manager', 'financial', 'fintech', 'typescript', 'lead', 'junior', 'reliability', 'engineer', 'engineering', 'digital nomad']",70000,110000,2021,EN,FT,1200000,INR,16228,IN,100,IN,L
2025-05-15 10:00:03+00:00,Notabene,data engineer,,"['frontend', 'design', 'crypto', 'cryptocurrency', 'system', 'front-end', 'security', 'full-stack', 'technical', 'support', 'software', 'growth', 'code', 'web', 'manager', 'financial', 'fintech', 'typescript', 'lead', 'junior', 'reliability', 'engineer', 'engineering', 'digital nomad']",70000,110000,2021,SE,FT,256000,USD,256000,US,100,US,S
2025-05-15 10:00:03+00:00,Notabene,data engineer,,"['frontend', 'design', 'crypto', 'cryptocurrency', 'system', 'front-end', 'security', 'full-stack', 'technical', 'support', 'software', 'growth', 'code', 'web', 'manager', 'financial', 'fintech', 'typescript', 'lead', 'junior', 'reliability', 'engineer', 'engineering', 'digital nomad']",70000,110000,2021,SE,FT,200000,USD,200000,US,100,US,L
2025-05-15 10:00:03+00:00,Notabene,data engineer,,"['frontend', 'design', 'crypto', 'cryptocurrency', 'system', 'front-end', 'security', 'full-stack', 'technical', 'support', 'software', 'growth', 'code', 'web', 'manager', 'financial', 'fintech', 'typescript', 'lead', 'junior', 'reliability', 'engineer', 'engineering', 'digital nomad']",70000,110000,2021,MI,FT,180000,USD,180000,US,100,US,L
2025-05-15 10:00:03+00:00,Notabene,data engineer,,"['frontend', 'design', 'crypto', 'cryptocurrency', 'system', 'front-end', 'security', 'full-stack', 'technical', 'support', 'software', 'growth', 'code', 'web', 'manager', 'financial', 'fintech', 'typescript', 'lead', 'junior', 'reliability', 'engineer', 'engineering', 'digital nomad']",70000,110000,2021,EN,FT,1600000,INR,21637,IN,50,IN,M
2025-05-15 10:00:03+00:00,Notabene,data engineer,,"['frontend', 'design', 'crypto', 'cryptocurrency', 'system', 'front-end', 'security', 'full-stack', 'technical', 'support', 'software', 'growth', 'code', 'web', 'manager', 'financial', 'fintech', 'typescript', 'lead', 'junior', 'reliability', 'engineer', 'engineering', 'digital nomad']",70000,110000,2021,MI,FT,110000,USD,110000,US,100,US,L
2025-05-15 10:00:03+00:00,Notabene,data engineer,,"['frontend', 'design', 'crypto', 'cryptocurrency', 'system', 'front-end', 'security', 'full-stack', 'technical', 'support', 'software', 'growth', 'code', 'web', 'manager', 'financial', 'fintech', 'typescript', 'lead', 'junior', 'reliability', 'engineer', 'engineering', 'digital nomad']",70000,110000,2021,MI,FT,52500,GBP,72212,GB,50,GB,L
